"#","Afirmación","Sujeto","Predicado","Objeto","Atribución","Fuente","Aceptación","Fuerza","Motivo","Resolución","Vigencia"
"C-001","Adl et al. 2019 es la autoridad de clasificación eucariota adoptada en esta parte.","clasificación eucariota de esta parte","respaldado_por","Adl et al. 2019","glosa","n/a","no evaluado","alta","Es una convención documental explícita, no una inferencia sobre la topología.","resuelta","vigente"
"C-1535","Fonticula alba agrega amebas y forma estructuras fructíferas en su ciclo.","Fonticula alba","posee_rasgo","multicelularidad agregativa y cuerpo fructífero","expresa","S213 resultados; S429 introducción","no evaluado","alta","El ciclo fue cultivado y observado.","resuelta","vigente"
"C-1536","Fonticula alba forma un colectivo multicelular dinámico que invade y consume parches bacterianos.","Fonticula alba","depreda_a","colonias bacterianas mediante colectivo","expresa","S429 resumen; figs. 1–6","no evaluado","alta","Microscopía temporal mostró células líderes y seguidoras durante alimentación.","resuelta","vigente"
"C-1537","Dictyostelium discoideum agrega células haploides independientes durante inanición y produce un cuerpo fructífero con esporas y tallo.","Dictyostelium discoideum","posee_rasgo","agregación por inanición y diferenciación espora-tallo","expresa","S215 introducción; S430 resumen","consenso amplio","alta","Ciclo social observado y manipulado en numerosos experimentos.","resuelta","vigente"
"C-1538","Las rutas agregativas de Capsaspora, Fonticula y Dictyostelium se encuentran en ramas separadas del entorno de Opisthokonta y Amoebozoa.","multicelularidad agregativa","converge_con","orígenes en Filasterea, Holomycota y Amoebozoa","expresa","S206 fig. 1; S213 filogenia [sin localizar con mayor precisión]; S445 revisión [sin localizar con mayor precisión]","no evaluado","media","La inferencia de independencia depende de la filogenia y de reconstrucción de estado ancestral.","parcialmente resuelta","vigente"
"C-1539","En quimeras de Dictyostelium discoideum algunos genotipos aumentan su representación entre las esporas a costa de otros.","genotipos tramposos de Dictyostelium discoideum","compite_con","genotipos cooperadores","expresa","S215 resultados","no evaluado","alta","La asignación a esporas y tallo se midió en mezclas controladas.","resuelta","vigente"
"C-1540","La formación del tallo de Dictyostelium discoideum implica muerte de las células que lo componen y beneficia la dispersión de esporas.","células de tallo de Dictyostelium discoideum","posee_rasgo","muerte asociada con soporte de esporas","expresa","S215 introducción y discusión","no evaluado","alta","Destino celular observado en el cuerpo fructífero.","resuelta","vigente"
"C-1541","La evolución experimental a baja relación genética en Dictyostelium discoideum favoreció tramposos que deterioraron el desarrollo multicelular.","Dictyostelium discoideum a baja relación genética","posee_rasgo","evolución de engaño destructivo","expresa","S430 resumen; resultados","no evaluado","alta","Tratamientos de relación genética contrastantes produjeron resultados replicados.","resuelta","vigente"
"C-1542","La evolución experimental a alta relación genética mantuvo el desarrollo multicelular de Dictyostelium discoideum.","Dictyostelium discoideum a alta relación genética","posee_rasgo","mantenimiento de cooperación multicelular","expresa","S430 resumen; resultados","no evaluado","alta","La relación genética fue manipulada directamente.","resuelta","vigente"
"C-1543","El reconocimiento de parentesco mediante sistemas de adhesión reduce la incorporación de tramposos a agregados de Dictyostelium discoideum.","reconocimiento de parentesco en Dictyostelium discoideum","reduce*","explotación por tramposos","expresa","S431 resumen; resultados","no evaluado","alta","Los ensayos compararon combinaciones de genotipos y frecuencias de tramposos.","resuelta","vigente"
"C-1544","La vía clonal reduce el quimerismo al derivar el colectivo de una célula, mientras que la vía agregativa requiere mecanismos adicionales para limitar mezcla y conflicto.","rutas clonal y agregativa","se_distingue_de*","riesgo de quimerismo","sintesis(C-1489, C-1490, C-1541, C-1542, C-1543)","S430; S431; S443 discusión","no evaluado","media","La conclusión combina teoría de parentesco y resultados experimentales.","parcialmente resuelta","vigente"
"C-1545","Las mezclas de poblaciones teñidas demostraron que Capsaspora owczarzaki agrega células que crecieron por separado.","agregación de Capsaspora owczarzaki","respaldado_por","mezcla de poblaciones cultivadas por separado","expresa","S206 fig. 4","no evaluado","alta","La mezcla demuestra agregación quimérica; tramposos y castigo no localizados quedan en C-1615.","resuelta","vigente"
"C-1546","Los aislados no clonales Tong y L27 de Ministeria vibrans co-agregaron.","aislados Tong y L27 de Ministeria vibrans","posee_rasgo","coagregación","expresa","S376 Extended Data fig. 10q","no evaluado","media","La coagregación demuestra quimerismo posible; tramposos y sanción no localizados quedan en C-1616.","resuelta","vigente"
"C-1547","La selección repetida por sedimentación produjo levaduras snowflake multicelulares en todas las poblaciones replicadas del experimento de Ratcliff y colaboradores dentro de 60 transferencias diarias.","Saccharomyces cerevisiae experimental","adquiere_rasgo","multicelularidad snowflake","expresa","S432 resumen; resultados","no evaluado","media","El fenotipo apareció de forma repetida bajo el mismo régimen de selección.","resuelta","vigente"
"C-1548","Las levaduras snowflake se desarrollaron clonalmente por separación incompleta de células hijas.","levadura snowflake","se_forma_por*","división clonal con separación incompleta","expresa","S432 figs. 1–2","no evaluado","alta","Linajes celulares y microscopía mostraron adhesión persistente tras gemación.","resuelta","vigente"
"C-1549","El fenotipo snowflake tuvo una ventaja de aptitud de 34% sobre células individuales en el ensayo de sedimentación publicado.","levadura snowflake","tiene_valor_medido","34% de ventaja de aptitud","expresa","S432 resultados; fig. 2","no evaluado","media","Competencia experimental bajo el régimen de selección específico.","resuelta","vigente"
"C-1550","La apoptosis de células dentro de agregados snowflake favoreció la producción de propágulos más pequeños en el experimento inicial.","levadura snowflake","posee_rasgo","muerte celular asociada con reproducción de grupos","expresa","S432 resultados; figs. 3–4","no evaluado","media","La relación fue observada en el sistema, pero la función adaptativa exacta recibió estudios posteriores.","parcialmente resuelta","vigente"
"C-1551","El experimento prolongado de Bozdag y colaboradores aplicó 600 rondas de selección a cinco poblaciones anaerobias de levadura snowflake.","levadura snowflake anaerobia","tiene_valor_medido","600 rondas en cinco poblaciones","expresa","S433 resumen; fig. 1","no evaluado","alta","Diseño experimental publicado.","resuelta","vigente"
"C-1552","Las poblaciones anaerobias evolucionadas se hicieron aproximadamente 2 × 10^4 veces mayores y alcanzaron escala milimétrica.","levadura snowflake anaerobia","tiene_valor_medido","aproximadamente 2 × 10^4 veces mayor y escala milimétrica","expresa","S433 resumen; fig. 1","no evaluado","alta","Comparación con el ancestro dentro del experimento.","resuelta","vigente"
"C-1553","Las poblaciones anaerobias evolucionadas se hicieron aproximadamente 10^4 veces más resistentes mecánicamente.","levadura snowflake anaerobia","tiene_valor_medido","aproximadamente 10^4 veces mayor tenacidad","expresa","S433 resumen; fig. 3","no evaluado","alta","Medición biophysical de fractura y resistencia.","resuelta","vigente"
"C-1554","La elongación celular y el entrelazamiento de ramas contribuyeron al aumento de tamaño y tenacidad en levadura snowflake.","levadura snowflake anaerobia","adquiere_rasgo","células elongadas y entrelazamiento de ramas","expresa","S433 resumen; figs. 2–3","no evaluado","alta","Microscopía, modelado y mediciones mecánicas vincularon forma con propiedad grupal.","resuelta","vigente"
"C-1555","Las poblaciones sometidas a competencia por oxígeno aumentaron solo alrededor de seis veces su tamaño en el mismo programa experimental.","levadura snowflake con competencia por oxígeno","tiene_valor_medido","aproximadamente seis veces mayor","expresa","S433 resumen","no evaluado","alta","Contraste entre tratamientos del mismo experimento.","resuelta","vigente"
"C-1556","Los experimentos con levadura documentan compensaciones entre reproducción de propágulos, tamaño, difusión y resistencia mecánica, pero no reconstruyen directamente el ancestro de Holozoa.","levadura snowflake","no_demuestra*","trayectoria histórica de Holozoa","expresa","S432 discusión; S433 discusión","no evaluado","media","Es un sistema comparativo de mecanismo, no un descendiente del corredor estudiado.","resuelta","vigente"
"C-1557","El genoma publicado de Monosiga brevicollis tiene aproximadamente 41.6 Mb y alrededor de 9,200 genes.","genoma de Monosiga brevicollis","tiene_valor_medido","aproximadamente 41.6 Mb y aproximadamente 9,200 genes","expresa","S147 §Gene structure; tabla 1","no evaluado","alta","Métricas del ensamblaje de referencia publicado.","resuelta","vigente"
"C-1558","Los genes de Monosiga brevicollis tienen un promedio publicado de 6.6 intrones y los intrones promedian 174 bp.","genoma de Monosiga brevicollis","tiene_valor_medido","6.6 intrones por gen y 174 bp por intrón","expresa","S147 tabla 1","no evaluado","alta","Cifras de anotación genómica.","resuelta","vigente"
"C-1559","El ensamblaje publicado de Salpingoeca rosetta tiene aproximadamente 55 Mb, 154 scaffolds, N50 de 1.52 Mb y 11,629 genes, con apoyo transcriptómico para 98% de los modelos.","genoma de Salpingoeca rosetta","tiene_valor_medido","aproximadamente 55 Mb, 154 scaffolds, N50 1.52 Mb, 11,629 genes y 98% con apoyo transcriptómico","expresa","S205 tabla 1; métodos","no evaluado","media","Métricas del ensamblaje y la anotación publicados en la misma versión.","resuelta","vigente"
"C-1560","Una comparación publicada basada en IntronDB informa 7.44 intrones por gen para Salpingoeca rosetta.","genoma de Salpingoeca rosetta","tiene_valor_medido","7.44 intrones por gen","expresa","S484 resultados, párrafo de densidad de intrones; S485 métodos","no evaluado","alta","IntronDB representa cada gen por su transcrito codificante más largo y conserva intrones de al menos 10 bp.","resuelta","vigente"
"C-1561","El genoma publicado de Capsaspora owczarzaki abarca 28 Mb en 84 scaffolds y contiene 8,657 genes codificantes.","genoma de Capsaspora owczarzaki","tiene_valor_medido","28 Mb, 84 scaffolds y 8,657 genes","expresa","S352 tabla 1; resultados","no evaluado","alta","Métricas del ensamblaje y anotación publicados.","resuelta","vigente"
"C-1562","Los genes de Capsaspora owczarzaki tienen un promedio publicado de 3.8 intrones y una longitud media de intrón de 166 bp.","genoma de Capsaspora owczarzaki","tiene_valor_medido","3.8 intrones por gen y 166 bp por intrón","expresa","S352 tabla 1","no evaluado","alta","Cifras de la anotación publicada.","resuelta","vigente"
"C-1563","La anotación utilizada en el estudio de Ministeria vibrans contenía 12,127 genes antes de filtrados transcriptómicos.","genoma de Ministeria vibrans","tiene_valor_medido","12,127 genes anotados","expresa","S376 métodos y Extended Data","no evaluado","media","Cifra de la anotación usada por el estudio; puede cambiar con futuras versiones.","parcialmente resuelta","vigente"
"C-1564","La comparación genómica publicada de Ministeria vibrans informa 29.72 Mb, 12,151 genes, 3.67 intrones por gen y una longitud media de intrón de 133.34 bp.","genoma de Ministeria vibrans publicado en 2022","tiene_valor_medido","29.72 Mb; 12,151 genes; 3.67 intrones por gen; 133.34 bp por intrón","expresa","S127 Extended Data figs. 2–3","no evaluado","alta","Las cifras pertenecen a la anotación de 2022; el estudio de agregación de 2026 empleó 12,127 genes antes de sus propios filtros.","resuelta","vigente"
"C-1565","El ensamblaje de referencia de Sphaeroforma arctica JP610 registra 121.6 Mb.","genoma de Sphaeroforma arctica JP610","tiene_valor_medido","121.6 Mb","expresa","S446 Assembly statistics [sin localizar con mayor precisión]","no evaluado","alta","El valor procede del registro de ensamblaje de referencia; las anotaciones derivadas pueden cambiar entre versiones.","resuelta","vigente"
"C-1566","El linaje ichthyofónido ancestral y sus descendientes muestran densidades de intrones elevadas frente a Corallochytrium en la reconstrucción comparativa publicada.","Ichthyophonida y Corallochytrium","se_distingue_de*","densidad de intrones","expresa","S434 figs. 5–6","no evaluado","media","La diferencia se infiere de anotaciones y un modelo de ganancia-pérdida de intrones.","parcialmente resuelta","vigente"
"C-1567","El registro de ensamblaje GCA_000142905.1 confirma que existe un genoma de Thecamonas trahens disponible para comparación.","Thecamonas trahens","posee_rasgo","ensamblaje genómico GCA_000142905.1","expresa","S442 registro de ensamblaje [sin localizar con mayor precisión]","no evaluado","alta","Registro directo de base de datos.","resuelta","vigente"
"C-1568","La tabla comparativa publicada de Thecamonas trahens informa 26.68 Mb, 10,544 péptidos predichos, 1.04 intrones por gen y una longitud media de intrón de 442.67 bp.","genoma de Thecamonas trahens en la comparación de 2015","tiene_valor_medido","26.68 Mb; 10,544 péptidos predichos; 1.04 intrones por gen; 442.67 bp por intrón","expresa","S483 tabla 3","no evaluado","alta","Son métricas homogéneas de la versión comparada en 2015; la anotación actual del ensamblaje puede diferir.","resuelta","vigente"
"C-1569","Monosiga brevicollis posee 23 genes con dominios de cadherina en la anotación publicada.","Monosiga brevicollis","tiene_valor_medido","23 genes con dominios de cadherina","expresa","S147 §Cadherins; Supplementary Notes","no evaluado","alta","Recuento de dominios en el genoma publicado.","resuelta","vigente"
"C-1570","Monosiga brevicollis posee 17 genes con dominios similares al dominio extracelular de integrina alfa, pero el estudio no localizó una integrina beta canónica.","Monosiga brevicollis","posee_rasgo","dominios de integrina alfa sin integrina beta canónica detectada","expresa","S147 §Integrin-related domains","no evaluado","baja","La arquitectura de dominios no equivale a un receptor de integrina animal completo.","parcialmente resuelta","vigente"
"C-1571","El genoma de Monosiga brevicollis contiene cinco genes con dominios de colágeno y dos proteínas con repeticiones Gly-X-Y extensas.","Monosiga brevicollis","tiene_valor_medido","cinco genes con dominios de colágeno y dos con repeticiones Gly-X-Y","expresa","S147 §Extracellular matrix proteins","no evaluado","baja","Recuento de dominios y motivos; no demuestra fibrillas de colágeno animal.","parcialmente resuelta","vigente"
"C-1572","Capsaspora owczarzaki conserva integrina alfa, integrina beta y componentes citoplasmáticos del adhesoma.","Capsaspora owczarzaki","posee_rasgo","maquinaria de adhesión mediada por integrinas","expresa","S436 resultados; fig. 1","no evaluado","alta","La presencia conjunta de receptores y adaptadores fue recuperada por genómica comparada.","resuelta","vigente"
"C-1573","Los componentes del adhesoma de Capsaspora owczarzaki se regulan durante su ciclo vital y varios aumentan durante agregación.","Capsaspora owczarzaki","posee_rasgo","despliegue regulado del adhesoma","expresa","S206 transcriptómica [sin localizar con mayor precisión]; S441 figs. 2–4","no evaluado","alta","RNA-seq y cromatina mostraron expresión dependiente del estadio.","resuelta","vigente"
"C-1574","La distribución de integrinas entre holozoos unicelulares es parcheada y no sigue una simple secuencia de adición acumulativa hacia Metazoa.","integrinas preanimales","posee_rasgo","ganancias, pérdidas y arquitecturas mosaico","expresa","S435 resultados; S436 discusión","no evaluado","baja","El muestreo ampliado recuperó pérdidas secundarias y combinaciones de dominios.","parcialmente resuelta","vigente"
"C-1575","La presencia de dominios de cadherina, integrina o colágeno en un unicelular no demuestra que cumplan la misma función tisular que en animales.","dominios preanimales de adhesión y matriz","no_demuestra*","función animal completa","expresa","S147 discusión; S352 discusión; S134 §Co-option","no evaluado","media","La homología de dominio no establece arquitectura, ligandos ni contexto funcional completos.","resuelta","vigente"
"C-1576","No se localizó una medición comparable del coste energético de producir matriz extracelular en los ocho holozoos genómicos solicitados.","producción de matriz extracelular preanimal","carece_de_presupuesto_publicado*","coste energético comparable en ocho holozoos","glosa","BN-083","no evaluado","desconocida","Las fuentes evaluadas informan presencia y expresión, no presupuestos energéticos homogéneos.","información insuficiente","vigente"
"C-1577","Monosiga brevicollis posee aproximadamente 120 tirosina quinasas, 30 tirosina fosfatasas y 80 proteínas con dominios SH2 en el inventario publicado.","Monosiga brevicollis","tiene_valor_medido","aproximadamente 120 TK, 30 PTP y 80 proteínas SH2","expresa","S147 §Tyrosine kinase signaling","no evaluado","alta","Recuentos de dominios en el genoma publicado.","resuelta","vigente"
"C-1578","La señalización por fosfotirosina estaba diversificada antes de Metazoa.","señalización por fosfotirosina","posee_rasgo","diversificación premetazoana","expresa","S147 §Tyrosine kinase signaling; S352 resumen; S440 resumen y discusión","no evaluado","media","Los inventarios genómicos sostienen la diversificación; la diferencia regulatoria funcional queda en C-1611.","resuelta","vigente"
"C-1579","Las quinasas CoSrc1 y CoSrc2 de Capsaspora owczarzaki mostraron actividad y aumentaron su actividad por autofosforilación del bucle de activación.","CoSrc1 y CoSrc2 de Capsaspora owczarzaki","posee_rasgo","actividad tirosina-quinasa aumentada por autofosforilación","expresa","S550 resumen, “Both CoSrc1 and CoSrc2 are active tyrosine kinases, and their activity is enhanced by autophosphorylation of the activation loop tyrosine”","no evaluado","alta","S550 caracteriza bioquímicamente CoSrc1/2; los resultados sobre CoCsk quedan atomizados en C-1608–C-1610.","resuelta","vigente"
"C-1580","El muestreo de 19 transcriptomas choanoflagelados reveló componentes de Notch y Delta en distribuciones mosaico.","Choanoflagellata","posee_rasgo","componentes de Notch y Delta distribuidos de forma parcheada","expresa","S435 fig. 2 y suplementos","no evaluado","baja","La ausencia en transcriptomas puede reflejar pérdida o falta de expresión; la arquitectura de dominios fue evaluada.","parcialmente resuelta","vigente"
"C-1581","Suga et al. no localizaron receptores ni ligandos de la vía Hedgehog en Capsaspora owczarzaki ni Monosiga brevicollis.","receptores y ligandos de Hedgehog en Capsaspora y Monosiga","no_localizado_en*","comparación genómica de Suga et al. 2013","expresa","S352 §Signalling pathways, “Both Capsaspora and M. brevicollis lack receptors and ligands ... in the Hedgehog ... pathways”","no evaluado","alta","La ausencia se limita a los dos genomas y a las familias que el estudio pudo anotar; no se extrapola a todos los holozoos unicelulares. La proposición de Hedgehog queda separada de la observación de Notch y Delta en C-1580.","resuelta","vigente"
"C-1582","Los receptores acoplados a proteína G y otras familias de señalización tienen historias anteriores a Metazoa y expansiones y pérdidas posteriores.","familias de señalización preanimales","posee_rasgo","origen antiguo con evolución mosaico","expresa","S352 resultados; S434 figs. 2–4; S435 [sin localizar con mayor precisión]","no evaluado","media","Reconstrucciones de familias y dominios dependen de ortología y muestreo.","parcialmente resuelta","vigente"
"C-1583","Los 235 dominios que Suga y colaboradores clasificaron como innovaciones del tallo metazoano incluyen ligandos y componentes extracelulares ausentes en los unicelulares comparados.","tallo de Metazoa","adquiere_rasgo","235 dominios clasificados como metazoanos en el análisis","expresa","S352 fig. 2; resultados","no evaluado","media","El número depende del conjunto de genomas y de Dollo parsimony usado en 2013.","parcialmente resuelta","vigente"
"C-1584","Capsaspora owczarzaki posee dos genes Runx con dominios Runt conservados, pero carece de CBFβ y del motivo WRPY en esos genes.","Capsaspora owczarzaki","posee_rasgo","dos Runx sin CBFβ ni motivo WRPY","expresa","S437 §Runx; fig. 1","no evaluado","media","Inventario genómico y alineamiento de dominios.","resuelta","vigente"
"C-1585","Capsaspora owczarzaki posee tres genes T-box en el inventario publicado.","Capsaspora owczarzaki","tiene_valor_medido","tres genes T-box","expresa","S437 §T-box; S438 resultados","no evaluado","alta","Identificación por dominio y filogenia.","resuelta","vigente"
"C-1586","Uno de los T-box de Capsaspora fue clasificado dentro de Brachyury con soporte bootstrap de 50% en el análisis inicial.","T-box de Capsaspora owczarzaki","clasificado_como_por","Brachyury con bootstrap 50%","expresa","S437 fig. 2","no evaluado","baja","El soporte fue bajo y análisis posteriores refinaron la familia.","sin resolver","vigente"
"C-1587","Los análisis posteriores respaldaron que Brachyury es la clase más antigua de la familia T-box y que su función de unión a ADN precede a Metazoa.","Brachyury","posee_rasgo","origen premetazoano y unión a ADN conservada","expresa","S438 resumen; resultados","no evaluado","baja","Filogenia y ensayos funcionales apoyan antigüedad; el uso celular ancestral no se observa directamente.","parcialmente resuelta","vigente"
"C-1588","Homólogos de Myc y Max están presentes en Monosiga brevicollis y Capsaspora owczarzaki.","Myc y Max","miembro_de","repertorio preanimal de regulación","expresa","S439 resumen; fig. 1","no evaluado","media","Homología respaldada por secuencia y filogenia.","resuelta","vigente"
"C-1589","Myc y Max de Monosiga brevicollis heterodimerizan y se unen a secuencias E-box canónicas y no canónicas.","Myc–Max de Monosiga brevicollis","posee_funcion*","heterodimerización y unión a E-box","expresa","S439 resumen; resultados bioquímicos","no evaluado","media","Ensayos de interacción y unión a ADN con proteínas del organismo.","resuelta","vigente"
"C-1590","Los genomas unicelulares holozoos contienen familias de homeodominio, pero su distribución y arquitectura difieren entre linajes.","familias de homeodominio preanimales","posee_rasgo","distribución mosaico","expresa","S437 resultados; suplementos","no evaluado","media","Inventario dependiente de homología de dominios y pérdidas secundarias.","parcialmente resuelta","vigente"
"C-1591","Sebé-Pedrós et al. infirieron que el último ancestro común de Holozoa poseía un único gen p53/p63/p73.","último ancestro común de Holozoa","posee_rasgo","un gen p53/p63/p73 inferido","expresa","S437 §p53, “The tree topology implies that the last common ancestor of holozoans had a single p53/63/73 gene”","no evaluado","media","La fuente presenta una inferencia de topología génica, no una observación del ancestro ni una demostración de función animal. Runx queda documentado por separado en C-1584.","parcialmente resuelta","vigente"
"C-1592","La presencia de un factor de transcripción preanimal no demuestra que regulase tipos celulares coexistentes.","factor de transcripción preanimal","no_demuestra*","regulación espacial de tipos celulares","expresa","S441 discusión; S134 §Temporal-to-spatial","no evaluado","media","La misma proteína puede regular respuestas ambientales o fases temporales en una célula.","resuelta","vigente"
"C-1593","Capsaspora owczarzaki despliega programas transcriptómicos distintos en los estadios filopodial, agregativo y quístico.","Capsaspora owczarzaki","posee_rasgo","programas transcriptómicos dependientes del estadio","expresa","S206 resultados; S441 figs. 1–4","no evaluado","alta","RNA-seq replicado separó los tres estados.","resuelta","vigente"
"C-1594","La accesibilidad de cromatina y las modificaciones de histonas de Capsaspora owczarzaki cambian entre estadios.","Capsaspora owczarzaki","posee_rasgo","regulación dinámica de cromatina","expresa","S441 resumen; figs. 2–5","no evaluado","alta","Perfiles de cromatina y transcripción se midieron en los tres estadios.","resuelta","vigente"
"C-1595","Los genes asociados con adhesión y señalización animal se expresan diferencialmente durante el ciclo de Capsaspora owczarzaki.","genes preanimales de adhesión y señalización","posee_rasgo","expresión diferencial temporal","expresa","S206 [sin localizar con mayor precisión]; S441 resultados","no evaluado","alta","La expresión diferencial se midió; la equivalencia funcional con animales es parcial.","parcialmente resuelta","vigente"
"C-1596","La hipótesis de transición de regulación temporal a espacial propone que programas usados en fases sucesivas de un unicelular fueron cooptados para tipos celulares coexistentes.","hipótesis temporal-a-espacial","propuesto_por","cooptación de programas de ciclo vital","expresa","S206 discusión; S441 discusión; S134 [sin localizar con mayor precisión]","no evaluado","baja","Es una síntesis evolutiva consistente con expresión por estadios, pero no observación del ancestro.","sin resolver","vigente"
"C-1597","La expresión por estadios de Capsaspora apoya la plausibilidad de la hipótesis temporal-a-espacial, pero no identifica qué programa originó cada tipo celular animal.","hipótesis temporal-a-espacial","respaldado_por","expresión diferencial en Capsaspora","expresa","S206 [sin localizar con mayor precisión]; S441 [sin localizar con mayor precisión]","no evaluado","baja","El caso demuestra modularidad temporal, no correspondencias históricas uno a uno.","sin resolver","vigente"
"C-1598","Ministeria vibrans reguló 4,884 genes entre estados de agregación en el análisis publicado.","Ministeria vibrans","tiene_valor_medido","4,884 genes diferencialmente expresados","expresa","S376 transcriptómica [sin localizar con mayor precisión]; Extended Data","no evaluado","media","Recuento del pipeline del estudio y su anotación; sensible a umbrales estadísticos.","parcialmente resuelta","vigente"
"C-1599","El estudio de Ministeria vibrans identificó 521 homólogos de genes animales relacionados con multicelularidad, incluidos 68 de adhesión, 400 de señalización y 53 factores de transcripción.","Ministeria vibrans","tiene_valor_medido","521 homólogos: 68 adhesión, 400 señalización y 53 regulación","expresa","S376 fig. 5; Supplementary Data","no evaluado","baja","Clasificación funcional del estudio; categorías amplias y no equivalentes a vías completas.","parcialmente resuelta","vigente"
"C-1600","De los 521 homólogos de Ministeria vibrans, 332 cambiaron significativamente durante la agregación.","Ministeria vibrans","tiene_valor_medido","332 homólogos con cambio significativo","expresa","S376 fig. 5; resultados","no evaluado","media","Resultado transcriptómico dependiente del umbral de significación.","parcialmente resuelta","vigente"
"C-1601","La regulación de repertorios durante agregación en Capsaspora y Ministeria es compatible con un uso preanimal en ciclos y colectivos, pero no demuestra que la agregación fuese ancestral en Filozoa.","agregación filasterea","respaldado_por","despliegue regulado de repertorios preanimales","expresa","S206 [sin localizar con mayor precisión]; S376 discusión","no evaluado","baja","Dos linajes aportan congruencia; la reconstrucción ancestral sigue dependiendo de topología y pérdidas.","sin resolver","vigente"
"C-1602","No se ha establecido si el ancestro común de Filozoa era agregativo, clonal, cenocítico o combinaba más de una capacidad.","ancestro común de Filozoa","posee_rasgo","LA LITERATURA DECLARA QUE NO SE SABE","expresa","S376 introducción y discusión; S134 [sin localizar con mayor precisión]","no evaluado","desconocida","Los estados actuales son diversos y la reconstrucción depende de pérdidas y convergencias.","sin resolver","vigente"
"C-1603","No se localizaron presupuestos energéticos directos para mantener rosetas de Salpingoeca rosetta, producir matriz extracelular en holozoos unicelulares, invertir o agregar láminas de Choanoeca flexa o celularizar Sphaeroforma arctica, ni una comparación de las rutas clonal, agregativa y cenocítica en una unidad común.","costes energéticos de transiciones multicelulares en holozoos unicelulares","carece_de_presupuesto_publicado*","comparación energética directa bajo una unidad común","glosa","BN-083","no evaluado","desconocida","El modelo reducido recuperado cuantifica flujo y disipación hidrodinámica del collar, no ATP, oxígeno, calor, coste de crecimiento ni una comparación metabólica común de rutas.","información insuficiente","vigente"
"C-1604","No se ha demostrado una correspondencia uno a uno entre estadios de Capsaspora y tipos celulares animales.","Capsaspora y tipos celulares animales","converge_con","correspondencia uno a uno no demostrada","expresa","S441 discusión","no evaluado","media","La fuente propone cooptación de regulación, no homología directa de cada estadio.","resuelta","vigente"
"C-1605","La arquitectura del repertorio preanimal se reconstruye con pérdidas, duplicaciones y muestreo incompleto, por lo que una ausencia en una especie no prueba origen posterior.","ausencia de familia génica en un holozoo unicelular","no_demuestra*","origen posterior de la familia","expresa","S352 [sin localizar con mayor precisión]; S434 [sin localizar con mayor precisión]; S435 métodos y discusión","no evaluado","media","Pérdidas secundarias y transcriptomas incompletos generan falsos negativos históricos.","resuelta","vigente"
"C-1606","El inventario operacional de Lamża contabilizó 23 instancias por no separación tras división, 9 por compartimentación de un plasmodio y 12 agregativas, más una por gemación endógena; no es una partición universal de las rutas clonal, cenocítica y agregativa.","inventario operacional de multicelularidad eucariota simple","tiene_valor_medido","23 por no separación; 9 por compartimentación plasmodial; 12 agregativas; 1 por gemación endógena","expresa","S458 tablas 1–2; limitaciones","no evaluado","baja","La equivalencia entre compartimentación plasmodial y la ruta cenocítica del corpus es un mapeo editorial; el autor declara que 45 casos totales son un mínimo dependiente de criterios y filogenia.","parcialmente resuelta","vigente"
"C-1607","La evidencia experimental muestra que multicelularidad simple puede evolucionar con rapidez bajo selección intensa, mientras que la historia natural del corredor abarca divergencias profundas no reproducidas por esos ensayos.","rapidez experimental y tiempo macroevolutivo","se_distingue_de*","escalas temporales","expresa","S432 [sin localizar con mayor precisión]; S433 [sin localizar con mayor precisión]; S134 discusión","no evaluado","media","Los experimentos miden adaptación en laboratorios y no datan transiciones antiguas.","resuelta","vigente"
"C-1608","La proteína CoCsk purificada no mostró actividad tirosina-quinasa mensurable.","CoCsk de Capsaspora owczarzaki","no_posee_rasgo*","actividad tirosina-quinasa mensurable en el ensayo","expresa","S550 resumen, “it has no measurable tyrosine kinase activity”","no evaluado","alta","Resultado bioquímico negativo del estudio primario.","resuelta","vigente"
"C-1609","CoCsk no fosforiló ni reguló CoSrc1 o CoSrc2 en células o in vitro.","CoCsk de Capsaspora owczarzaki","no_regula*","CoSrc1 y CoSrc2","expresa","S550 resumen, “does not phosphorylate or regulate CoSrc1 or CoSrc2”","no evaluado","alta","La negación y el alcance celular e in vitro se conservan literalmente.","resuelta","vigente"
"C-1610","Los autores de S550 infirieron que la función de Csk como regulador negativo de quinasas Src parece haber surgido con Metazoa.","regulación negativa de Src por Csk","tiene_origen_propuesto*","emergencia de Metazoa","expresa","S550 resumen, “appears to have arisen with the emergence of metazoans”","no evaluado","media","La formulación conserva el modal appears y no presenta la inferencia como demostración histórica.","parcialmente resuelta","vigente"
"C-1611","La regulación de Src en Capsaspora difiere de la regulación negativa mediada por Csk en animales.","regulación preanimal de Src","se_distingue_de*","regulación animal de Src por Csk","sintesis(C-1579, C-1608, C-1609, C-1610)","S550 resumen","no evaluado","alta","La síntesis depende de los resultados bioquímicos atomizados y preserva el alcance de Capsaspora.","resuelta","vigente"
