"id_revision","estrato","clave_matriz","tipo_revision","seleccion","resultado","revisor_independiente","declaracion_independencia","fecha","evidencia","accion","estado_cierre","huella_objeto_sha256"
"REV-01871","TRAZABILIDAD_CELDA","TC-03797","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","ab98fa73a4f2fc0ca9a56320b62ca2d8cd0ce05aaf130b32e6be76bc8542a40d"
"REV-01872","TRAZABILIDAD_CELDA","TC-03137","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","3454efa1f682587f1e84af0ceb3f6ccc06d92547e2b32d9ca34ef7062e94af27"
"REV-01873","TRAZABILIDAD_CELDA","TC-03870","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","e5cf0be83f6da0769efdfde0e1442d3c049db0d57dcb9d9ffb23fe53bc7dcc80"
"REV-01874","TRAZABILIDAD_CELDA","TC-02713","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","69f657d7da214e0bffc49102755184301f4f48e33703f7a22a4cad3592516c1c"
"REV-01875","TRAZABILIDAD_CELDA","TC-02372","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","75290c185892029c79411ab3e190e2ba3d7f7fe2289a0ceb329a033bda07ef34"
"REV-01876","TRAZABILIDAD_CELDA","TC-04563","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","f4be7eacc3d772fa3b86b3187d05dc578eb39c773d98f210a7b8b4d24364c795"
"REV-01877","TRAZABILIDAD_CELDA","TC-02621","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","c6adacb6b870c231da1096a8cdf002de982cf4fd5ecbaefebcb732ac705eaac8"
"REV-01878","TRAZABILIDAD_CELDA","TC-02615","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","0afc9acb4a2d8f41d7aa34421adc32a8451e21ff059f4b96bcba8686f7b8b44a"
"REV-01879","TRAZABILIDAD_CELDA","TC-02686","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","7edc73444527d944aa2676ceb168bb109728a0e36ca62064884c8317e15845a7"
"REV-01880","TRAZABILIDAD_CELDA","TC-02174","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","16a0610078ded891b737093055da4f10c4fbda83182652c7612d8c2a1401308f"
"REV-01881","TRAZABILIDAD_CELDA","TC-03919","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","07f5775b0c3896998595ef191ea4b8d3648619da8aa8e26137b416430cf5703e"
"REV-01882","TRAZABILIDAD_CELDA","TC-01950","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","039631cacb69f4e7d34f94ee99456990511631860397049ad04a4c2942549114"
"REV-01883","TRAZABILIDAD_CELDA","TC-02588","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","f389349eb6cc948786ea0885d4b4117bc6a635c6273cddea46dc7f1ff5c4f886"
"REV-01884","TRAZABILIDAD_CELDA","TC-02251","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","869c476a65773c675227b9941b0cc01a166977fab1638ceda296e8e4bd7a4d21"
"REV-01885","TRAZABILIDAD_CELDA","TC-02669","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","a9045dacbf301bf84ccd4788e3192d402239f192e3624ba30b2e62f471c44f1b"
"REV-01886","TRAZABILIDAD_CELDA","TC-03301","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","1ca65634c5991e8a60508b8d7564ed5a14579067c3c97f8af6eb4f14dac0236d"
"REV-01887","TRAZABILIDAD_CELDA","TC-04495","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","2ba73c084f00386a0a0dcba48f555f7a0da3335cd87d9d05f8d2cdb0853bf0b8"
"REV-01888","TRAZABILIDAD_CELDA","TC-03296","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","108cd7aee755ab4d9be1e8b95637a87e502ccc77c44eff8056047d2f36c3c944"
"REV-01889","TRAZABILIDAD_CELDA","TC-02407","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","0938209498a104592b39818edd44d5252cc3f041d9dc635e0755b5fe7b776746"
"REV-01890","TRAZABILIDAD_CELDA","TC-02961","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","ab401e94b51de16e5f1ac5ed2ece50c0318926449af3ab56e77c1612a26547e6"
"REV-01891","TRAZABILIDAD_CELDA","TC-02324","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","1817a20bfe2937639f1714c98ea73ea5072d03ab1468d2c4e92124e6c17ec803"
"REV-01892","TRAZABILIDAD_CELDA","TC-04178","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","6fa5f2d08ab57a67ada924297293482ab131d489f19c8a4bc35161935771a1d0"
"REV-01893","TRAZABILIDAD_CELDA","TC-02377","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","61dac2a697d5192d7245fe1fcdadfd9cd2b8b3fb8e6691b5b7b3c9a97498b7f6"
"REV-01894","TRAZABILIDAD_CELDA","TC-02587","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","b058efd3e305867fb5ecbe9a9bc4f77579c090bcf1cbbef192f7bff486fa03b9"
"REV-01895","TRAZABILIDAD_CELDA","TC-04562","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","8893e18d00776b43d906c30a746b54eb70b6ecfb325a79eb46a3abefa2edfc16"
"REV-01896","TRAZABILIDAD_CELDA","TC-03728","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","210922d02d56edfe6fb6e36556a5b898469dfdc92bb58b45c0e170c1e128f9e7"
"REV-01897","TRAZABILIDAD_CELDA","TC-02139","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","786d4814be6fc5678854f7a3fb1264690b3697a6e10a0ec286293eb3392ba191"
"REV-01898","TRAZABILIDAD_CELDA","TC-03180","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","6bd5407c8f2465c2917b6ec2ed2c48ab78e8da036f55d9b847528f76ae375c96"
"REV-01899","TRAZABILIDAD_CELDA","TC-03416","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","62eb5957c921225576117ba838e573067752cc0779d3719b4e71b2bf9f70b24f"
"REV-01900","TRAZABILIDAD_CELDA","TC-02540","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","6f7847a73a9b7f23ee048d35c5302e4cb9b61e826a5e4015c2928831c0a9fd5d"
"REV-01901","TRAZABILIDAD_CELDA","TC-04097","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","3b7fc77498b9e06a9387be9afb58499ed682f4494d68e65bca783724f4795d29"
"REV-01902","TRAZABILIDAD_CELDA","TC-02746","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","e9bd6e1d8726b0740d8595186c4126540fc75e6a22cef3972d32204763118c53"
"REV-01903","TRAZABILIDAD_CELDA","TC-02642","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","6dc320a77aad7956fc8d017a4cfaf31c0af24aeb4ca510be41c2f470d19f29c6"
"REV-01904","TRAZABILIDAD_CELDA","TC-02997","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","fa691aabf494438246d099ddab3bea73e1cb472e2aad33945d9a933f86bbc999"
"REV-01905","TRAZABILIDAD_CELDA","TC-01959","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","a3488f5eab957e9511efc162c90ae1f42fcef4ec0d7bbc1f9d5f337a8ecd6823"
"REV-01906","TRAZABILIDAD_CELDA","TC-02293","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","fcdc361e2f16923e5e7d4bb38b3ac902df47589fda530989bffd1684f220d3f3"
"REV-01907","TRAZABILIDAD_CELDA","TC-02594","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","3db128c1dedc6aa5f715e4f7f41422d61e4aa76194040c222f43ab0a86cc2c2b"
"REV-01908","TRAZABILIDAD_CELDA","TC-04001","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","725732afe63a32e910fd3e69186a60be9ec20b44b2bd4495dd61181a0fdf8f03"
"REV-01909","TRAZABILIDAD_CELDA","TC-02097","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","c0b632678f4b3c4b9af61ac3e2f35acf535540024f7d0163cd9f7c76879fb6be"
"REV-01910","TRAZABILIDAD_CELDA","TC-03150","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","809ea0341d092f8a5e9b8c9f5c32d6bbddbb0dc651f8a46e78407fb8b20b7dc9"
"REV-01911","TRAZABILIDAD_CELDA","TC-03520","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","50bf7335ac08ed59911622455ff034f83cd87deccff4dd02fc9bbeb95bcdd6ad"
"REV-01912","TRAZABILIDAD_CELDA","TC-03163","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","53de05100aee1699522cfce865966d5a43decd8226439f02b0492dc2394f2d92"
"REV-01913","TRAZABILIDAD_CELDA","TC-03204","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","8bc810cdf4e005027b163d05522b389c7ca4c03de4a083cadbdbef42583302fe"
"REV-01914","TRAZABILIDAD_CELDA","TC-03072","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","5226da74ec74130f3a20820e0b41b030646aaaa7536f7a3f365d86340f2d3f40"
"REV-01915","TRAZABILIDAD_CELDA","TC-02908","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","00503190d58d0ad91379147f704a478e31882ce6a250b4fdd220900b3ad97887"
"REV-01916","TRAZABILIDAD_CELDA","TC-04385","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","44dae01f7c06d2dd7b20b221892d6eb2183a0704e33d849ab3569b3a564d559b"
"REV-01917","TRAZABILIDAD_CELDA","TC-04085","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","2ebb1fcefe56a07740341b0aeb2ffc7978fba78a35ec486e980fce3240921c10"
"REV-01918","TRAZABILIDAD_CELDA","TC-01887","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","02232bf17db2f14a2ea4d0c1747ba481c4e615f72f0d65da0647a1046dc41e98"
"REV-01919","TRAZABILIDAD_CELDA","TC-04225","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","23cc20a4c04d59f4e3b4ebd829706d503ca2dd9f5769bd8fece9edcb192e9c24"
"REV-01920","TRAZABILIDAD_CELDA","TC-03666","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","c7cc58eafdcff1054c0929edeedfc635870898c7bc909d6bda145e2711529c4d"
"REV-01921","TRAZABILIDAD_CELDA","TC-03189","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","74791296533a88cfcbdce67a48e7a75be91fb5c400e05b4db5b8e8495c9c40ec"
"REV-01922","TRAZABILIDAD_CELDA","TC-02608","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","aa14428d6fa7ee5a442387a623f80c777d1aa28daec4a30a788cc1a028c6c1a6"
"REV-01923","TRAZABILIDAD_CELDA","TC-04150","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","25c313e82cea0ffa371f3f5f8c399d60ac003721ddc4ddbfa2df621dd780aec1"
"REV-01924","TRAZABILIDAD_CELDA","TC-03796","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","32c7be8f918be34fbc1b352d93adb14e8e30d24b4d7c52fe9e8f5eaa544dbf4b"
"REV-01925","TRAZABILIDAD_CELDA","TC-03607","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","38605fbbdc2800d64d00bdcc9d620c357ad1e770a7733619089bae32fdfe0c15"
"REV-01926","TRAZABILIDAD_CELDA","TC-03856","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","0549d7144af1ec1c626f7d4581ec9d2419fdcc264f90a6940982a46c1e769fcc"
"REV-01927","TRAZABILIDAD_CELDA","TC-02888","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","3a65e7c4b6c9a0088f99400c10f99487fdf6eded640215c08b2cf42b6dd5a9d2"
"REV-01928","TRAZABILIDAD_CELDA","TC-04467","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","c7c881b4f937d19f4e121515a92e23165008a5bad8846b7c1dcd5c336f0e4edd"
"REV-01929","TRAZABILIDAD_CELDA","TC-02458","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","7ff73db07a7d584bea675426ad4c201c6bdd3d67faa7fc8cbfe981d1be25e8f1"
"REV-01930","TRAZABILIDAD_CELDA","TC-03074","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","108f06248c36dd42f65544b39d517aecbab08864a6e0166f76e36f1745886e84"
"REV-01931","TRAZABILIDAD_CELDA","TC-04533","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","51131f8949368f9cd3840013630b8fcccf12691aa6d0097fd767b85c003a4556"
"REV-01932","TRAZABILIDAD_CELDA","TC-02277","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","6737a2d44d362054e886799ab1cca6040c1ac22432b9ec006e483e1d0b389ed1"
"REV-01933","TRAZABILIDAD_CELDA","TC-03642","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","18445999b8768537f9f690e7143f7844a76352e603da1ede3afc686d4d9f67ed"
"REV-01934","TRAZABILIDAD_CELDA","TC-02915","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","17df393dcd2125a45af040ade9920f9f595a98fcc9147b55204d99d46f7feaa7"
"REV-01935","TRAZABILIDAD_CELDA","TC-02741","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","2e7f45b9742bf25bb505b9aaeb5105e0005a8d0d2c12aa95930ee84728c81d00"
"REV-01936","TRAZABILIDAD_CELDA","TC-02773","MUESTRA_CONFORME_15","MUESTRA_ESTRATIFICADA_15_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","6bf50d27a3a10d576388404a10aa34ffcd6c1305354fe75e87bb041ca873de92"
