"clave_inicial","clave_final","metadatos_iniciales","metadatos_finales","identidad_bibliografica","tipo_inicial","tipo_final","estado_editorial","acceso","doi_url_inicial","doi_url_final","uso_inicial","uso_final","soporte_unico_inicial","soporte_unico_final","correcciones_retractaciones","veredicto_inicial","veredicto","severidad_inicial","accion_inicial","accion_final","evidencia_auditoria_inicial","evidencia_final","estado_hallazgo","fecha_verificacion","huella_inicial_sha256","huella_corpus_inicial_sha256","huella_final_sha256"
"S11","S11","CROSSREF VERIFICADA: título=Lokiarchaea are close relatives of Euryarchaeota, not bridging the gap between prokaryotes and eukaryotes; autores=Violette Da Cunha; Morgan Gaia; Daniele Gadelle; Arshan Nasir; Patrick Forterre; año=2017; contenedor=PLOS Genetics; publisher=Public Library of Science (PLoS)","autores=Da Cunha et al.; año=2017; título=Lokiarchaea are close relatives of Euryarchaeota, not bridging the gap between prokaryotes and eukaryotes; publicación=PLOS Genetics","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=investigación primaria; metadato externo=journal-article","investigación primaria","Crossref relation={""new_version"":[{""asserted-by"":""object"",""id"":""10.1371/journal.pgen.1006810"",""id-type"":""doi""}]}; update-to=[{""DOI"":""10.1371/journal.pgen.1006810"",""label"":""New version"",""source"":""publisher"",""type"":""new_version"",""updated"":{""date-parts"":[[2017,6,26]],""date-time"":""2017-06-26T00:00:00Z"",""timestamp"":1498435200000}}]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1371/journal.pgen.1006810","https://doi.org/10.1371/journal.pgen.1006810","6 afirmaciones; 5 referencias con texto posterior a la clave (heurística; no valida el pasaje)","6 afirmaciones finales","SI: soporte único de 5 afirmaciones","SI: única S de 5 afirmaciones","Crossref relation={""new_version"":[{""asserted-by"":""object"",""id"":""10.1371/journal.pgen.1006810"",""id-type"":""doi""}]}; update-to=[{""DOI"":""10.1371/journal.pgen.1006810"",""label"":""New version"",""source"":""publisher"",""type"":""new_version"",""updated"":{""date-parts"":[[2017,6,26]],""date-time"":""2017-06-26T00:00:00Z"",""timestamp"":1498435200000}}]; requiere Crossmark/editor para exhaustividad","CORREGIR","CORREGIDA","P2","ETIQUETAR en notas de calidad: soporte único de 5 afirmaciones, o añadir corroboración; VERIFICAR en Crossmark/editor la relación de corrección/nueva versión expuesta por Crossref y anotarla en notas de calidad","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1371/journal.pgen.1006810: HTTP 200; metadatos sí; pasaje citado no inspeccionado","6 C finales citan la fuente; 5 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","ca14010ca7f3901e318162025229eb23662100c5b5b28e18e2591dd2f38a0897","dac407e52907fb54adcd2b2b2c4f7279e96a1fdec84b5105af3487a150e18276","4ccec89e8d10527ff81807dfa43d9c881ec47cf29d7a11b8f93794bbd27f0d96"
"S12","S12","CROSSREF VERIFICADA: título=Asgard archaea are the closest prokaryotic relatives of eukaryotes; autores=Anja Spang; Laura Eme; Jimmy H. Saw; Eva F. Caceres; Katarzyna Zaremba-Niedzwiedzka; Jonathan Lombard; Lionel Guy; Thijs J. G. Ettema; año=2018; contenedor=PLOS Genetics; publisher=Public Library of Science (PLoS)","autores=Spang et al.; año=2018; título=Asgard archaea are the closest prokaryotic relatives of eukaryotes; publicación=PLOS Genetics","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=investigación primaria; metadato externo=journal-article","investigación primaria","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1371/journal.pgen.1007080","https://doi.org/10.1371/journal.pgen.1007080","2 afirmaciones; 2 referencias con texto posterior a la clave (heurística; no valida el pasaje)","2 afirmaciones finales","SI: soporte único de 1 afirmaciones","SI: única S de 1 afirmaciones","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","CORREGIDA","P2","ETIQUETAR en notas de calidad: soporte único de 1 afirmaciones, o añadir corroboración","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1371/journal.pgen.1007080: HTTP 200; metadatos sí; pasaje citado no inspeccionado","2 C finales citan la fuente; 1 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","e5f2a7d67a33f89838a84efd60fd12553513d1c66b61e6f5ce904070615e417d","8a604768b05bcc04cac12eece0000afc9e2f0291811b441e721c04ab01d8fed0","853592de87e3905bbe97e1da2002bc0ad4db5724679503a124588311018c1a8b"
"S13","S13","CROSSREF VERIFICADA: título=Multidomain ribosomal protein trees and the planctobacterial origin of neomura (eukaryotes, archaebacteria); autores=Thomas Cavalier-Smith; Ema E-Yung Chao; año=2020; contenedor=Protoplasma; publisher=Springer Science and Business Media LLC","autores=Cavalier-Smith y Chao; año=2020; título=Multidomain ribosomal protein trees and the planctobacterial origin of neomura (eukaryotes, archaebacteria); publicación=Protoplasma","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=investigación primaria; metadato externo=journal-article","investigación primaria","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1007/s00709-019-01442-7","https://doi.org/10.1007/s00709-019-01442-7","2 afirmaciones; 1 referencias con texto posterior a la clave (heurística; no valida el pasaje)","2 afirmaciones finales","NO: ninguna afirmación depende exclusivamente de esta fuente","NO","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","CONFORME","CONFORME","NINGUNA","CONSERVAR; no se requiere corrección bibliográfica","CONSERVADA; uso final recalculado sin alterar su identidad.","GET api.crossref.org/works/10.1007/s00709-019-01442-7: HTTP 200; metadatos sí; pasaje citado no inspeccionado","2 C finales citan la fuente; 0 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","14214fd469f5bd051caf3c08f96bd107b388de384a2c5858506aeb2e67e7d026","af4170776e85adc348b6871c8d72498429d672965d54f264ed408d6b422c4bef","af4170776e85adc348b6871c8d72498429d672965d54f264ed408d6b422c4bef"
"S14","S14","CROSSREF VERIFICADA: título=A Briefly Argued Case That Asgard Archaea Are Part of the Eukaryote Tree; autores=Gregory P. Fournier; Anthony M. Poole; año=2018; contenedor=Frontiers in Microbiology; publisher=Frontiers Media SA","autores=Fournier y Poole; año=2018; título=A Briefly Argued Case That Asgard Archaea Are Part of the Eukaryote Tree; publicación=Frontiers in Microbiology","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=otro; metadato externo=journal-article","otro","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.3389/fmicb.2018.01896","https://doi.org/10.3389/fmicb.2018.01896","3 afirmaciones; 3 referencias con texto posterior a la clave (heurística; no valida el pasaje)","3 afirmaciones finales","SI: soporte único de 2 afirmaciones","SI: única S de 2 afirmaciones","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","CORREGIDA","P2","ETIQUETAR en notas de calidad: soporte único de 2 afirmaciones, o añadir corroboración","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.3389/fmicb.2018.01896: HTTP 200; metadatos sí; pasaje citado no inspeccionado","3 C finales citan la fuente; 2 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","ffbe60d184f2fd2e0177754831d0d120099a282040771746192de1f385153dd8","532020417cc363b4d903352bc02f2a2248fb50509a59645196f0b9e3e05ca029","85ecc04961c446872b8d7afd3a4bbc2e8ac16ba141398505a58df075f5778a9a"
"S15","S15","CROSSREF VERIFICADA: título=Bridging the membrane lipid divide: bacteria of the FCB group superphylum have the potential to synthesize archaeal ether lipids; autores=Laura Villanueva; F A Bastiaan von Meijenfeldt; Alexander B Westbye; Subhash Yadav; Ellen C Hopmans; Bas E Dutilh; Jaap S Sinninghe Damsté; año=2021; contenedor=The ISME Journal; publisher=Oxford University Press (OUP)","autores=Villanueva et al.; año=2021; título=Bridging the membrane lipid divide: bacteria of the FCB group superphylum have the potential to synthesise archaeal ether lipids; publicación=The ISME Journal","COINCIDE (similitud_título=0.992; primer_autor=coincide; año=coincide)","registrado=investigación primaria; metadato externo=journal-article","investigación primaria","Crossref relation={""has-review"":[{""asserted-by"":""object"",""id"":""10.3410/f.738661575.793583436"",""id-type"":""doi""}]}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1038/s41396-020-00772-2","https://doi.org/10.1038/s41396-020-00772-2","9 afirmaciones; 9 referencias con texto posterior a la clave (heurística; no valida el pasaje)","9 afirmaciones finales","SI: soporte único de 8 afirmaciones","SI: única S de 8 afirmaciones","Crossref relation={""has-review"":[{""asserted-by"":""object"",""id"":""10.3410/f.738661575.793583436"",""id-type"":""doi""}]}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","CORREGIDA","P2","ETIQUETAR en notas de calidad: soporte único de 8 afirmaciones, o añadir corroboración","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1038/s41396-020-00772-2: HTTP 200; metadatos sí; pasaje citado no inspeccionado","9 C finales citan la fuente; 8 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","806e6aca7690a4ec25ba484907bdd77a5fbeb52c7eff6e6f254d870876a1fb27","b0224ac51405a04d8ff0d391b70100556868ef6ea49f32c57f35c98ced563ebc","0df41b5b02372de86767429e46e8bbe25b91d13e76bc9c33ad3631377b08d076"
"S16","S16","CROSSREF VERIFICADA: título=Converting
                    <i>Escherichia coli</i>
                    into an archaebacterium with a hybrid heterochiral membrane; autores=Antonella Caforio; Melvin F. Siliakus; Marten Exterkate; Samta Jain; Varsha R. Jumde; Ruben L. H. Andringa; Servé W. M. Kengen; Adriaan J. Minnaard; Arnold J. M. Driessen; John van der Oost; año=2018; contenedor=Proceedings of the National Academy of Sciences; publisher=National Academy of Sciences","autores=Caforio et al.; año=2018; título=Converting Escherichia coli into an archaebacterium with a hybrid heterochiral membrane; publicación=Proceedings of the National Academy of Sciences USA","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=investigación primaria; metadato externo=journal-article","investigación primaria","Crossref relation={""has-review"":[{""asserted-by"":""object"",""id"":""10.3410/f.732868227.793544101"",""id-type"":""doi""}]}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1073/pnas.1721604115","https://doi.org/10.1073/pnas.1721604115","7 afirmaciones; 7 referencias con texto posterior a la clave (heurística; no valida el pasaje)","7 afirmaciones finales","SI: soporte único de 3 afirmaciones","SI: única S de 3 afirmaciones","Crossref relation={""has-review"":[{""asserted-by"":""object"",""id"":""10.3410/f.732868227.793544101"",""id-type"":""doi""}]}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","CORREGIDA","P2","ETIQUETAR en notas de calidad: soporte único de 3 afirmaciones, o añadir corroboración","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1073/pnas.1721604115: HTTP 200; metadatos sí; pasaje citado no inspeccionado","7 C finales citan la fuente; 3 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","e1c640f3a7aeed4623cf5469212230997311c4f9b95a695204868a73d6fe2ff6","89ec7cb8f1fbc6f363666834e8b9b1c5c7e9850b137e0dea3ec3a2d29abf5188","bb82163f27c9db9b1252f15e30b82661c997363382630f78afb114f005981986"
"S17","S17","CROSSREF VERIFICADA: título=A tuneable minimal cell membrane reveals that two lipid species suffice for life; autores=Isaac Justice; Petra Kiesel; Nataliya Safronova; Alexander von Appen; James P. Saenz; año=2024; contenedor=Nature Communications; publisher=Springer Science and Business Media LLC","autores=Justice et al.; año=2024; título=A tuneable minimal cell membrane reveals that two lipid species suffice for life; publicación=Nature Communications","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=investigación primaria; metadato externo=journal-article","investigación primaria","Crossref relation={""has-preprint"":[{""asserted-by"":""object"",""id"":""10.1101/2023.10.24.563757"",""id-type"":""doi""}]}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1038/s41467-024-53975-y","https://doi.org/10.1038/s41467-024-53975-y","6 afirmaciones; 6 referencias con texto posterior a la clave (heurística; no valida el pasaje)","6 afirmaciones finales","SI: soporte único de 2 afirmaciones","SI: única S de 2 afirmaciones","Crossref relation={""has-preprint"":[{""asserted-by"":""object"",""id"":""10.1101/2023.10.24.563757"",""id-type"":""doi""}]}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","CORREGIDA","P2","ETIQUETAR en notas de calidad: soporte único de 2 afirmaciones, o añadir corroboración","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1038/s41467-024-53975-y: HTTP 200; metadatos sí; pasaje citado no inspeccionado","6 C finales citan la fuente; 2 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","147571bdf4ca0a802dafdc06b4e6ab341d289bb15fcc02256a190df384bac7da","f69a6e034482197c0a13427eab074ce3a165cd4859b8f71014a0977b936e307b","923c929c2e85bd3a63d5e24a0db4f44ca622431298d4fc9ad3d010a394f8869f"
"S18","S18","CROSSREF VERIFICADA: título=Genomic evidence for two functionally distinct gene classes; autores=Maria C. Rivera; Ravi Jain; Jonathan E. Moore; James A. Lake; año=1998; contenedor=Proceedings of the National Academy of Sciences; publisher=National Academy of Sciences","autores=Rivera et al.; año=1998; título=Genomic evidence for two functionally distinct gene classes; publicación=Proceedings of the National Academy of Sciences USA","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=investigación primaria; metadato externo=journal-article","investigación primaria","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1073/pnas.95.11.6239","https://doi.org/10.1073/pnas.95.11.6239","2 afirmaciones; 2 referencias con texto posterior a la clave (heurística; no valida el pasaje)","2 afirmaciones finales","SI: soporte único de 1 afirmaciones","SI: única S de 1 afirmaciones","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","CORREGIDA","P2","ETIQUETAR en notas de calidad: soporte único de 1 afirmaciones, o añadir corroboración","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1073/pnas.95.11.6239: HTTP 200; metadatos sí; pasaje citado no inspeccionado","2 C finales citan la fuente; 1 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","4760ef1f46b3f9561eed9db094f3b810548042f0e97e71ff41a68f66f148f0b9","23f031cbd140f5fb4ef3de6d77edd79015d3755f9ebe25e6936d47c05ebef44e","a1be3166e84e087d9118075667621c8230b37552e84ebf954c4bc8ea9232dc54"
"S19","S19","CROSSREF VERIFICADA: título=Eukaryotic genes of archaebacterial origin are more important than the more numerous eubacterial genes, irrespective of function; autores=James A. Cotton; James O. McInerney; año=2010; contenedor=Proceedings of the National Academy of Sciences; publisher=National Academy of Sciences","autores=Cotton y McInerney; año=2010; título=Eukaryotic genes of archaebacterial origin are more important than the more numerous eubacterial genes, irrespective of function; publicación=Proceedings of the National Academy of Sciences USA","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=investigación primaria; metadato externo=journal-article","investigación primaria","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1073/pnas.1000265107","https://doi.org/10.1073/pnas.1000265107","3 afirmaciones; 3 referencias con texto posterior a la clave (heurística; no valida el pasaje)","3 afirmaciones finales","SI: soporte único de 1 afirmaciones","SI: única S de 1 afirmaciones","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","CORREGIDA","P2","ETIQUETAR en notas de calidad: soporte único de 1 afirmaciones, o añadir corroboración","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1073/pnas.1000265107: HTTP 200; metadatos sí; pasaje citado no inspeccionado","3 C finales citan la fuente; 1 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","ba9fd46c0b95aa30e4a737a4458d14050475a09259a264c14b1c757b58df421a","5510409f2070ff14d8e292663f2393915491bf1937a2a1ca05eabb40bafbf5cf","53bfc85ec0b013f77a7d603f3cc49926200862aef4ee9699b242119bffa17c50"
"S20","S20","CROSSREF VERIFICADA: título=Bacterial Genes Outnumber Archaeal Genes in Eukaryotic Genomes; autores=Julia Brueckner; William F Martin; año=2020; contenedor=Genome Biology and Evolution; publisher=Oxford University Press (OUP)","autores=Brueckner y Martin; año=2020; título=Bacterial Genes Outnumber Archaeal Genes in Eukaryotic Genomes; publicación=Genome Biology and Evolution","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=investigación primaria; metadato externo=journal-article","investigación primaria","Crossref relation={""has-preprint"":[{""asserted-by"":""object"",""id"":""10.1101/779579"",""id-type"":""doi""}]}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1093/gbe/evaa047","https://doi.org/10.1093/gbe/evaa047","6 afirmaciones; 6 referencias con texto posterior a la clave (heurística; no valida el pasaje)","6 afirmaciones finales","SI: soporte único de 3 afirmaciones","SI: única S de 3 afirmaciones","Crossref relation={""has-preprint"":[{""asserted-by"":""object"",""id"":""10.1101/779579"",""id-type"":""doi""}]}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","CORREGIDA","P2","ETIQUETAR en notas de calidad: soporte único de 3 afirmaciones, o añadir corroboración","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1093/gbe/evaa047: HTTP 200; metadatos sí; pasaje citado no inspeccionado","6 C finales citan la fuente; 3 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","09cf9990dfde8fb7bd3101b8bfdca9e1e1cc3541a6a00680117b69ea49a5febc","def889e0a111b02ee1bc60bd694027bcf695094ab3e6ef92eda19d68e8d09402","1aa72d31761aef0cab9e5b1f6a0439ad3c4cff01fccc450eb1ccf2ad4aeb6ba4"
"S21","S21","CROSSREF VERIFICADA: título=Dominant contribution of Asgard archaea to eukaryogenesis; autores=Victor Tobiasson; Jacob Luo; Yuri I. Wolf; Eugene V. Koonin; año=2026; contenedor=Nature; publisher=Springer Science and Business Media LLC","autores=Tobiasson et al.; año=2026; título=Dominant contribution of Asgard archaea to eukaryogenesis; publicación=Nature","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=investigación primaria; metadato externo=journal-article","investigación primaria","Crossref relation={""has-preprint"":[{""asserted-by"":""object"",""id"":""10.21203/rs.3.rs-5352492/v1"",""id-type"":""doi""}]}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1038/s41586-025-09960-6","https://doi.org/10.1038/s41586-025-09960-6","4 afirmaciones; 4 referencias con texto posterior a la clave (heurística; no valida el pasaje)","4 afirmaciones finales","SI: soporte único de 3 afirmaciones","SI: única S de 3 afirmaciones","Crossref relation={""has-preprint"":[{""asserted-by"":""object"",""id"":""10.21203/rs.3.rs-5352492/v1"",""id-type"":""doi""}]}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","CORREGIDA","P2","ETIQUETAR en notas de calidad: soporte único de 3 afirmaciones, o añadir corroboración","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1038/s41586-025-09960-6: HTTP 200; metadatos sí; pasaje citado no inspeccionado","4 C finales citan la fuente; 3 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","ab2e5d2f3fcf1e1cf1861bd22060821039f43f972b71891ad5f153a3b9d97d8e","0ebd0280ea671b3db3ba21c23dbb45137d35fd9401a5ec4209c00765cc2ee7a3","19b65e1dc187d2ef1c8154a2e48e586821a4e4a1c9c99ae694aedc6e6e40216f"
"S22","S22","CROSSREF VERIFICADA: título=Complex archaea that bridge the gap between prokaryotes and eukaryotes; autores=Anja Spang; Jimmy H. Saw; Steffen L. Jørgensen; Katarzyna Zaremba-Niedzwiedzka; Joran Martijn; Anders E. Lind; Roel van Eijk; Christa Schleper; Lionel Guy; Thijs J. G. Ettema; año=2015; contenedor=Nature; publisher=Springer Science and Business Media LLC","autores=Spang et al.; año=2015; título=Complex archaea that bridge the gap between prokaryotes and eukaryotes; publicación=Nature","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=investigación primaria; metadato externo=journal-article","investigación primaria","Crossref relation={""has-review"":[{""asserted-by"":""object"",""id"":""10.3410/f.725469610.793510002"",""id-type"":""doi""},{""asserted-by"":""object"",""id"":""10.3410/f.725469610.793506569"",""id-type"":""doi""},{""asserted-by"":""object"",""id"":""10.3410/f.725469610.793509469"",""id-type"":""doi""},{""asserted-by"":""object"",""id"":""10.3410/f.725469610.793507765"",""id-type"":""doi""},{""asserted-by"":""object"",""id"":""10.3410/f.725469610.793506727"",""id-type"":""doi""},{""asserted-by"":""object"",""id"":""10.3410/f.725469610.793507356"",""id-type"":""doi""},{""asserted-by"":""object"",""id"":""10.3410/f.725469610.793510621"",""id-type"":""doi""}]}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1038/nature14447","https://doi.org/10.1038/nature14447","3 afirmaciones; 3 referencias con texto posterior a la clave (heurística; no valida el pasaje)","3 afirmaciones finales","SI: soporte único de 2 afirmaciones","SI: única S de 2 afirmaciones","Crossref relation={""has-review"":[{""asserted-by"":""object"",""id"":""10.3410/f.725469610.793510002"",""id-type"":""doi""},{""asserted-by"":""object"",""id"":""10.3410/f.725469610.793506569"",""id-type"":""doi""},{""asserted-by"":""object"",""id"":""10.3410/f.725469610.793509469"",""id-type"":""doi""},{""asserted-by"":""object"",""id"":""10.3410/f.725469610.793507765"",""id-type"":""doi""},{""asserted-by"":""object"",""id"":""10.3410/f.725469610.793506727"",""id-type"":""doi""},{""asserted-by"":""object"",""id"":""10.3410/f.725469610.793507356"",""id-type"":""doi""},{""asserted-by"":""object"",""id"":""10.3410/f.725469610.793510621"",""id-type"":""doi""}]}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","CORREGIDA","P2","ETIQUETAR en notas de calidad: soporte único de 2 afirmaciones, o añadir corroboración","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1038/nature14447: HTTP 200; metadatos sí; pasaje citado no inspeccionado","3 C finales citan la fuente; 2 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","1139d320fe39e21b6cce806c62ca9b0b2ce2f57dd9fc672e7ac0ce3c3189d344","19e1aa85648074482f7ad9d875ffdf03f33027ad33acac1f365fd596eb7e3dae","5de39f2518370b3468b234b56d280bc6eef8e6dd435d8e45c9f6ab7f288c93ea"
