"id_requisito","seccion_prompt","ancla","requisito_literal","estado_inicial","estado_final","afirmaciones_iniciales","afirmaciones","tablas_iniciales","tablas","fuentes_iniciales","fuentes","busqueda_negativa_inicial","busqueda_negativa","accion_inicial","accion","evidencia_inicial","evidencia","huella_inicial_sha256"
"R-0031","1","L23-L30","tallo de Eukaryota (el intervalo entre FECA y LECA) → Eukaryota (grupo corona) → Amorphea → Obazoa → Opisthokonta → Holozoa → Filozoa → Choanozoa sensu stricto ≈ Apoikozoa","PARCIAL","NO_APLICA_JUSTIFICADO","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","COMPLETAR «tallo de Eukaryota (el intervalo entre FECA y LECA) → Eukaryota (grupo corona) → Amorphea → Obazoa → Opisthokonta → Holozoa → Filozoa → Choanozoa sensu stricto ≈ Apoikozoa»: asignar cada submandato a C, tabla, S con localizador o BN reproducible; no aceptar coincidencia léxica como cierre","Destino final trazado a control editorial/determinista. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/002-01-1-alcance-del-corpus.md; coincidencia léxica auditada=0.500; términos distintivos coincidentes=amorphea, eukaryota, filozoa, holozoa, obazoa, opisthokonta, tallo; requiere verificación semántica humana","Ancla literal L23-L30; destinos finales: control editorial/determinista.","370d41f2de2019f0fc590d50aad7641c41d90561a06bbfb40bcc82f20a6f3385"
"R-0032","1","L33","El corredor termina en el nodo que reúne coanoflagelados y animales.","CUMPLE","NO_APLICA_JUSTIFICADO","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","CONFIRMAR por muestreo humano la cobertura de «El corredor termina en el nodo que reúne coanoflagelados y animales.» y conservar el mapeo solo si sus C tienen pasaje válido","Destino final trazado a control editorial/determinista. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/002-01-1-alcance-del-corpus.md; coincidencia léxica auditada=0.800; términos distintivos coincidentes=animales, coanoflagelados, corredor, reune; requiere verificación semántica humana","Ancla literal L33; destinos finales: control editorial/determinista.","1ec6c6828f958724e6f53dc8d422b0807b2a9aa3bdfde12c9c5f131a5eb8ceb4"
"R-0033","1","L33","Choanoflagellata entra con la misma resolución que el resto del corredor: ecología, alimentación, colonias y rosetas, señales inductoras.","NO_VERIFICABLE","NO_APLICA_JUSTIFICADO","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","REVISAR semánticamente «Choanoflagellata entra con la misma resolución que el resto del corredor: ecología, alimentación, colonias y rosetas, señales inductoras.» oración por oración y celda por celda; asignar C/S/localizador o registrar un hueco, sin inferir cumplimiento por texto parecido","Destino final trazado a control editorial/determinista. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/002-01-1-alcance-del-corpus.md; coincidencia léxica auditada=0.083; términos distintivos coincidentes=corredor; requiere verificación semántica humana","Ancla literal L33; destinos finales: control editorial/determinista.","9fce2e19949d599ffa05d902db6e5f9439372d161cabf78e38bd851055ab3e7b"
"R-0034","1","L33","Metazoa entra solo como nombre terminal: no desarrolles el origen ni la diversificación de los animales ni la topología interna de Metazoa.","CUMPLE","NO_APLICA_JUSTIFICADO","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","CONFIRMAR por muestreo humano la cobertura de «Metazoa entra solo como nombre terminal: no desarrolles el origen ni la diversificación de los animales ni la topología interna de Metazoa.» y conservar el mapeo solo si sus C tienen pasaje válido","Destino final trazado a control editorial/determinista. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/002-01-1-alcance-del-corpus.md; coincidencia léxica auditada=0.500; términos distintivos coincidentes=animales, interna, metazoa, terminal, topologia; requiere verificación semántica humana","Ancla literal L33; destinos finales: control editorial/determinista.","59ea13f899d6501ec102cc211b6af9ae6127696bc7f3345782d5314b8a6f389e"
"R-0035","1","L33","Ese material corresponde a otro trabajo.","NO_VERIFICABLE","NO_APLICA_JUSTIFICADO","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","REVISAR semánticamente «Ese material corresponde a otro trabajo.» oración por oración y celda por celda; asignar C/S/localizador o registrar un hueco, sin inferir cumplimiento por texto parecido","Destino final trazado a control editorial/determinista. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/002-01-1-alcance-del-corpus.md; coincidencia léxica auditada=0.000; términos distintivos coincidentes=ninguno; requiere verificación semántica humana","Ancla literal L33; destinos finales: control editorial/determinista.","ec73fc114a85bb56a464cdfc2e76f571b5fa51145a91ac0633c65a54b0036261"
"R-0036","1","L35","Ramas hermanas inmediatas, con tratamiento propio cada una y no como mención en una tabla: Amoebozoa (frente a Obazoa), Apusomonadida y Breviatea (frente a Opisthokonta), Holomycota incluidos Fungi y sus parientes unicelulares (frente a Holozoa), e Ichthyosporea, Pluriformea, Corallochytrea y Filasterea dentro de Holozoa.","PARCIAL","NO_APLICA_JUSTIFICADO","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","COMPLETAR «Ramas hermanas inmediatas, con tratamiento propio cada una y no como mención en una tabla: Amoebozoa (frente a Obazoa), Apusomonadida y Breviatea (frente a Opisthokonta), Holomycot…»: asignar cada submandato a C, tabla, S con localizador o BN reproducible; no aceptar coincidencia léxica como cierre","Destino final trazado a control editorial/determinista. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/002-01-1-alcance-del-corpus.md; coincidencia léxica auditada=0.458; términos distintivos coincidentes=amoebozoa, apusomonadida, breviatea, corallochytrea, filasterea, holomycota, holozoa, ichthyosporea, obazoa, opisthokonta, pluriformea; requiere verificación semántica humana","Ancla literal L35; destinos finales: control editorial/determinista.","93293183240a84eed209e98b4388f75d77c10e355c703111c158ec4596603a2a"
"R-0037","1","L37","Participantes del evento fundacional, con la misma profundidad que el corredor: las arqueas Asgard —Asgardarchaeota en conjunto, sus divisiones nombradas, los linajes conocidos solo por genomas ensamblados a partir de metagenomas y los que proceden de cultivo— y las alfaproteobacterias.","NO_VERIFICABLE","NO_APLICA_JUSTIFICADO","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","REVISAR semánticamente «Participantes del evento fundacional, con la misma profundidad que el corredor: las arqueas Asgard —Asgardarchaeota en conjunto, sus divisiones nombradas, los linajes conocidos sol…» oración por oración y celda por celda; asignar C/S/localizador o registrar un hueco, sin inferir cumplimiento por texto parecido","Destino final trazado a control editorial/determinista. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/002-01-1-alcance-del-corpus.md; coincidencia léxica auditada=0.143; términos distintivos coincidentes=asgardarchaeota, corredor, participantes; requiere verificación semántica humana","Ancla literal L37; destinos finales: control editorial/determinista.","9ccdb18d8a739a208035dac1fc53c9fe7353d426a0a436d94d3e405162c8c5fc"
"R-0038","1","L37","No son contexto: son actores.","NO_VERIFICABLE","NO_APLICA_JUSTIFICADO","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","REVISAR semánticamente «No son contexto: son actores.» oración por oración y celda por celda; asignar C/S/localizador o registrar un hueco, sin inferir cumplimiento por texto parecido","Destino final trazado a control editorial/determinista. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/002-01-1-alcance-del-corpus.md; coincidencia léxica auditada=0.000; términos distintivos coincidentes=ninguno; requiere verificación semántica humana","Ancla literal L37; destinos finales: control editorial/determinista.","10638fc7fa3cc59370c47785452332e34f5c8fac43e5f51c1b4b1574b01fa4f4"
"R-0039","1","L37","Quiero su diversidad interna, su ecología, su metabolismo y su posición filogenética con el mismo detalle que pido para Obazoa.","NO_VERIFICABLE","NO_APLICA_JUSTIFICADO","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","REVISAR semánticamente «Quiero su diversidad interna, su ecología, su metabolismo y su posición filogenética con el mismo detalle que pido para Obazoa.» oración por oración y celda por celda; asignar C/S/localizador o registrar un hueco, sin inferir cumplimiento por texto parecido","Destino final trazado a control editorial/determinista. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/002-01-1-alcance-del-corpus.md; coincidencia léxica auditada=0.200; términos distintivos coincidentes=interna, obazoa; requiere verificación semántica humana","Ancla literal L37; destinos finales: control editorial/determinista.","934e83fd9f018a0628db29b2e1d714e4765414a8b97fbc6e195c4e3f2e0829b4"
"R-0040","1","L39","Fuera de alcance como catálogo taxonómico: no desarrolles la composición interna de SAR, Archaeplastida, Discoba, Metamonada, Haptista, Cryptista, CRuMs ni los demás supergrupos.","NO_VERIFICABLE","NO_APLICA_JUSTIFICADO","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","REVISAR semánticamente «Fuera de alcance como catálogo taxonómico: no desarrolles la composición interna de SAR, Archaeplastida, Discoba, Metamonada, Haptista, Cryptista, CRuMs ni los demás supergrupos.» oración por oración y celda por celda; asignar C/S/localizador o registrar un hueco, sin inferir cumplimiento por texto parecido","Destino final trazado a control editorial/determinista. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/002-01-1-alcance-del-corpus.md; coincidencia léxica auditada=0.133; términos distintivos coincidentes=alcance, interna; requiere verificación semántica humana","Ancla literal L39; destinos finales: control editorial/determinista.","4c9a058b4eb6a218d6e3e4e556373d4f40261c2004b5a27abc65557972d74d68"
"R-0041","1","L39","No los describas como ramas.","NO_VERIFICABLE","NO_APLICA_JUSTIFICADO","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","REVISAR semánticamente «No los describas como ramas.» oración por oración y celda por celda; asignar C/S/localizador o registrar un hueco, sin inferir cumplimiento por texto parecido","Destino final trazado a control editorial/determinista. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/002-01-1-alcance-del-corpus.md; coincidencia léxica auditada=0.000; términos distintivos coincidentes=ninguno; requiere verificación semántica humana","Ancla literal L39; destinos finales: control editorial/determinista.","b64b237c5718edf17b3e3eb678d99802cdd7cd162f02578efd6eff1610b3fd04"
"R-0042","1","L41","Pero sí los quiero como comparandos, sin timidez, siempre que documenten un mecanismo del corredor.","NO_VERIFICABLE","NO_APLICA_JUSTIFICADO","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","REVISAR semánticamente «Pero sí los quiero como comparandos, sin timidez, siempre que documenten un mecanismo del corredor.» oración por oración y celda por celda; asignar C/S/localizador o registrar un hueco, sin inferir cumplimiento por texto parecido","Destino final trazado a control editorial/determinista. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/002-01-1-alcance-del-corpus.md; coincidencia léxica auditada=0.143; términos distintivos coincidentes=corredor; requiere verificación semántica humana","Ancla literal L41; destinos finales: control editorial/determinista.","e254a9326f5b96de7441637c77bee78f2f42c1dbf974527648f37552c6fbbc21"
"R-0043","1","L41","Espero encontrar, entre otros: Monocercomonoides exilis, Giardia, Trichomonas vaginalis, Nyctotherus ovalis, Blastocystis, Entamoeba, Pelomyxa, Paulinella chromatophora, Hatena arenicola, Braarudosphaera bigelowii, y los eucariotas con plastos secundarios y nucleomorfo.","NO_VERIFICABLE","NO_APLICA_JUSTIFICADO","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","REVISAR semánticamente «Espero encontrar, entre otros: Monocercomonoides exilis, Giardia, Trichomonas vaginalis, Nyctotherus ovalis, Blastocystis, Entamoeba, Pelomyxa, Paulinella chromatophora, Hatena are…» oración por oración y celda por celda; asignar C/S/localizador o registrar un hueco, sin inferir cumplimiento por texto parecido","Destino final trazado a control editorial/determinista. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/002-01-1-alcance-del-corpus.md; coincidencia léxica auditada=0.000; términos distintivos coincidentes=ninguno; requiere verificación semántica humana","Ancla literal L41; destinos finales: control editorial/determinista.","6035dd0514411eb7b4f5efc96b7d6681c384eb00107e3e8536968e41d3ba374e"
"R-0044","1","L41","La regla es: si el linaje externo documenta un resultado posible del mismo proceso que estoy modelando, lo quiero","NO_VERIFICABLE","NO_APLICA_JUSTIFICADO","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","REVISAR semánticamente «La regla es: si el linaje externo documenta un resultado posible del mismo proceso que estoy modelando, lo quiero» oración por oración y celda por celda; asignar C/S/localizador o registrar un hueco, sin inferir cumplimiento por texto parecido","Destino final trazado a control editorial/determinista. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/002-01-1-alcance-del-corpus.md; coincidencia léxica auditada=0.000; términos distintivos coincidentes=ninguno; requiere verificación semántica humana","Ancla literal L41; destinos finales: control editorial/determinista.","24b7b68f476edd61eb361271512df2c2b16bdec1672908206e0eb8d7476b7d09"
"R-0045","1","L41","si solo añade taxones a una lista, no.","NO_VERIFICABLE","NO_APLICA_JUSTIFICADO","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","REVISAR semánticamente «si solo añade taxones a una lista, no.» oración por oración y celda por celda; asignar C/S/localizador o registrar un hueco, sin inferir cumplimiento por texto parecido","Destino final trazado a control editorial/determinista. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/002-01-1-alcance-del-corpus.md; coincidencia léxica auditada=0.000; términos distintivos coincidentes=ninguno; requiere verificación semántica humana","Ancla literal L41; destinos finales: control editorial/determinista.","27a9c211e07c94ec3b1730d2d30f818a094d61e2c3dd2dab84e2f69eb4c73449"
