"id_segmento","tipo","ruta","localizador","columna","contenido","sha256_contenido","afirmaciones","metodo_mapeo","estado_revision"
"TC-02868","celda","data/tablas/12/table-51-12-1-1-vista-comparativa-de-rutas.csv","fila 3","señal o condición localizada","ruta=agregativa | señal o condición localizada=lípidos, calcio, bacterias, alimento o inanición según linaje","82f2e4ef2ae5c91ad3dddca679156bc3323046c5555c0002c89bc6b55ff18bdb","C-1526; C-1528; C-1530; C-1536; C-1537","manifiesto_explicito_celda","REVISADA"
"TC-02869","celda","data/tablas/12/table-51-12-1-1-vista-comparativa-de-rutas.csv","fila 4","unidad inicial","ruta=cenocítica con celularización | unidad inicial=una célula multinucleada","7fb52f34f214b57b5d2273cfa6c0f675120ec0678412d51e380ea1e0a2f8f938","C-1484","manifiesto_explicito_celda","REVISADA"
"TC-02870","celda","data/tablas/12/table-51-12-1-1-vista-comparativa-de-rutas.csv","fila 4","mecanismo de ensamblaje","ruta=cenocítica con celularización | mecanismo de ensamblaje=crecimiento cenocítico seguido de membranación o liberación de células hijas","b0e2b352e518659ec394c5ca3174bb67938baf7f19845f10a5aa74938f386efb","C-1507; C-1511; C-1515","manifiesto_explicito_celda","REVISADA"
"TC-02871","celda","data/tablas/12/table-51-12-1-1-vista-comparativa-de-rutas.csv","fila 4","ejemplos documentados en esta entrega","ruta=cenocítica con celularización | ejemplos documentados en esta entrega=*Sphaeroforma*, *Creolimax*; correspondencia editorial con 9 instancias por compartimentación plasmodial en Lamża","4ae26e998902557a0582285269ef38d51216f08a872876527533bf4490a23434","C-1606; C-1509; C-1515","manifiesto_explicito_celda","REVISADA"
"TC-02872","celda","data/tablas/12/table-51-12-1-1-vista-comparativa-de-rutas.csv","fila 4","señal o condición localizada","ruta=cenocítica con celularización | señal o condición localizada=relación núcleo-citoplasma en *Sphaeroforma*","db63e10850a30579db6286eba703119b5f090b9598d7af8414b6466cf75d8b8b","C-1513","manifiesto_explicito_celda","REVISADA"
"TC-02873","celda","data/tablas/12/table-51-12-1-1-vista-comparativa-de-rutas.csv","fila 5","unidad inicial","ruta=clonal-agregativa | unidad inicial=una célula o células independientes","9839f346e32d33d329f377004bd6ebd572ac0f37a50b490a114088f858a1b690","C-1487","manifiesto_explicito_celda","REVISADA"
"TC-02874","celda","data/tablas/12/table-51-12-1-1-vista-comparativa-de-rutas.csv","fila 5","mecanismo de ensamblaje","ruta=clonal-agregativa | mecanismo de ensamblaje=combinación de división y agregación","99c920042f1de1f68c50dd8d23f6c93e790e9faf58968581a76422467074bc9b","C-1487","manifiesto_explicito_celda","REVISADA"
"TC-02875","celda","data/tablas/12/table-51-12-1-1-vista-comparativa-de-rutas.csv","fila 5","relación genética esperada","ruta=clonal-agregativa | relación genética esperada=depende de contribución clonal y reconocimiento","4c832040ceb86e805b20232282f343c500cdacf9a502f3f661915cfbc7ad3573","C-1487; C-1506","manifiesto_explicito_celda","REVISADA"
"TC-02876","celda","data/tablas/12/table-51-12-1-1-vista-comparativa-de-rutas.csv","fila 5","ejemplos documentados en esta entrega","ruta=clonal-agregativa | ejemplos documentados en esta entrega=*Choanoeca flexa*","0e9138956dd3976d8b0123745895b581f456492cf5ffc4d94e917985da9738e7","C-1487","manifiesto_explicito_celda","REVISADA"
"TC-02877","celda","data/tablas/12/table-51-12-1-1-vista-comparativa-de-rutas.csv","fila 5","señal o condición localizada","ruta=clonal-agregativa | señal o condición localizada=salinidad, desecación y rehidratación","5e7753522643fb1daf32f3c606ff3dea880af575a41fa1d180bfba8a88372618","C-1503; C-1505","manifiesto_explicito_celda","REVISADA"
"TC-02878","celda","data/tablas/12/table-52-12-6-1-costes-y-compensaciones-cuantificados-o-no-localizado.csv","fila 2","beneficio o compensación observada","sistema=roseta de *Salpingoeca rosetta* | beneficio o compensación observada=organización clonal inducible por señal bacteriana; el beneficio neto no se cuantifica aquí","9ef7bb93e182e944547503bbf853909d78e1effcbc532c7e1c95ac7a19a14f47","C-1491; C-1493; C-1494; C-1495","manifiesto_explicito_celda","REVISADA"
"TC-02879","celda","data/tablas/12/table-52-12-6-1-costes-y-compensaciones-cuantificados-o-no-localizado.csv","fila 2","cifra de coste publicada localizada","sistema=roseta de *Salpingoeca rosetta* | cifra de coste publicada localizada=SIN CIFRA PUBLICADA LOCALIZADA","192c0134b2eb68fde7a1062cd7f1131ea931ba51a797322a4afa13588029eeaf","C-1495; C-1613","manifiesto_explicito_celda","REVISADA"
"TC-02880","celda","data/tablas/12/table-52-12-6-1-costes-y-compensaciones-cuantificados-o-no-localizado.csv","fila 2","unidad","sistema=roseta de *Salpingoeca rosetta* | unidad=SIN CIFRA PUBLICADA LOCALIZADA","174bf7154d81e39080cb668ee736a27844949d7e0d6e7d44aca86cbc1fb40357","C-1495; C-1613","manifiesto_explicito_celda","REVISADA"
"TC-02881","celda","data/tablas/12/table-52-12-6-1-costes-y-compensaciones-cuantificados-o-no-localizado.csv","fila 2","condición","sistema=roseta de *Salpingoeca rosetta* | condición=cultivo con señal bacteriana","6352198a39dafafe2114da1789bdeaaaa13cf1e3b10fbdf58eefd1ee5d7f3f03","C-1493; C-1494","manifiesto_explicito_celda","REVISADA"
"TC-02882","celda","data/tablas/12/table-52-12-6-1-costes-y-compensaciones-cuantificados-o-no-localizado.csv","fila 3","beneficio o compensación observada","sistema=lámina de *Choanoeca flexa* | beneficio o compensación observada=inversión bajo transición luz–oscuridad y reconstitución tras rehidratación","868ce79951cf949cc1810e6031cc7e91f874b3bb406fad517b98e3fbe99af2c0","C-1497; C-1505","manifiesto_explicito_celda","REVISADA"
"TC-02883","celda","data/tablas/12/table-52-12-6-1-costes-y-compensaciones-cuantificados-o-no-localizado.csv","fila 3","cifra de coste publicada localizada","sistema=lámina de *Choanoeca flexa* | cifra de coste publicada localizada=SIN CIFRA PUBLICADA LOCALIZADA","894a0ff27d4624c798dd6e5a8efa7832337a72ec43d2534143f7d38fe9e70732","C-1603","manifiesto_explicito_celda","REVISADA"
"TC-02884","celda","data/tablas/12/table-52-12-6-1-costes-y-compensaciones-cuantificados-o-no-localizado.csv","fila 3","unidad","sistema=lámina de *Choanoeca flexa* | unidad=SIN CIFRA PUBLICADA LOCALIZADA","f793db8522e1696c642d3ad9e25b9a01308ce71b067c41a6ac958a35eb824949","C-1603","manifiesto_explicito_celda","REVISADA"
"TC-02885","celda","data/tablas/12/table-52-12-6-1-costes-y-compensaciones-cuantificados-o-no-localizado.csv","fila 3","condición","sistema=lámina de *Choanoeca flexa* | condición=gradiente de salinidad y luz","b9961e4140719787ccff18e5e07b94aa5c7cbfb093e9c7188778be90d6888063","C-1497; C-1503; C-1504","manifiesto_explicito_celda","REVISADA"
"TC-02886","celda","data/tablas/12/table-52-12-6-1-costes-y-compensaciones-cuantificados-o-no-localizado.csv","fila 4","beneficio o compensación observada","sistema=celularización de *Sphaeroforma arctica* | beneficio o compensación observada=producción coordinada de células hijas","7d45eb10f667e2c61c539415467de1be269ae2b914663e9e4dc7b23ea7194dbe","C-1507; C-1511; C-1512","manifiesto_explicito_celda","REVISADA"
"TC-02887","celda","data/tablas/12/table-52-12-6-1-costes-y-compensaciones-cuantificados-o-no-localizado.csv","fila 4","cifra de coste publicada localizada","sistema=celularización de *Sphaeroforma arctica* | cifra de coste publicada localizada=SIN CIFRA PUBLICADA LOCALIZADA","8970f7970143624977f27c3bd6bfd235894a5ea8d707dbd58f7fc0031bc3e850","C-1603","manifiesto_explicito_celda","REVISADA"
"TC-02888","celda","data/tablas/12/table-52-12-6-1-costes-y-compensaciones-cuantificados-o-no-localizado.csv","fila 4","unidad","sistema=celularización de *Sphaeroforma arctica* | unidad=SIN CIFRA PUBLICADA LOCALIZADA","186b4a1d42e909f0445ba2f1f20863cea44615dbc370b3df11d66e589280bc93","C-1603","manifiesto_explicito_celda","REVISADA"
"TC-02889","celda","data/tablas/12/table-52-12-6-1-costes-y-compensaciones-cuantificados-o-no-localizado.csv","fila 4","condición","sistema=celularización de *Sphaeroforma arctica* | condición=cultivo sincronizado","d4f3bbde2d90206efe6a60d58314ce6a7b5693339ac98ba389ddff83f26eb170","C-1507","manifiesto_explicito_celda","REVISADA"
"TC-02890","celda","data/tablas/12/table-52-12-6-1-costes-y-compensaciones-cuantificados-o-no-localizado.csv","fila 5","beneficio o compensación observada","sistema=agregación de *Capsaspora owczarzaki* | beneficio o compensación observada=respuesta rápida y colectiva a lípidos y calcio","03f19e244e83a76349c2716d5372723fe842c0cb1eaa4a2d6ad321155973c9e1","C-1526; C-1528; C-1529","manifiesto_explicito_celda","REVISADA"
"TC-02891","celda","data/tablas/12/table-52-12-6-1-costes-y-compensaciones-cuantificados-o-no-localizado.csv","fila 5","condición","sistema=agregación de *Capsaspora owczarzaki* | condición=lípidos, fracción sérica y calcio","98770cf3a8bdecadae0f70f617f4ba6eca45efab2c25796b52287c4d028e7b0e","C-1526; C-1528","manifiesto_explicito_celda","REVISADA"
"TC-02892","celda","data/tablas/12/table-52-12-6-1-costes-y-compensaciones-cuantificados-o-no-localizado.csv","fila 6","beneficio o compensación observada","sistema=agregación de *Ministeria vibrans* | beneficio o compensación observada=impedir el mantenimiento del agregado redujo la replicación; el efecto no se expresó como aptitud relativa ni coeficiente de selección","3925f674a243b97106279d57b6fd84c1dbd29a87916f5970a719ca452836d28b","C-1534; C-1614","manifiesto_explicito_celda","REVISADA"
"TC-02893","celda","data/tablas/12/table-52-12-6-1-costes-y-compensaciones-cuantificados-o-no-localizado.csv","fila 6","condición","sistema=agregación de *Ministeria vibrans* | condición=disrupción física y superficie de menor agregación, ambas con confusores declarados","28e08501887fc5c9827e64b6e8d8794af6c953875dddea550ba44d75d4c14608","C-1534","manifiesto_explicito_celda","REVISADA"
"TC-02894","celda","data/tablas/12/table-52-12-6-1-costes-y-compensaciones-cuantificados-o-no-localizado.csv","fila 7","beneficio o compensación observada","sistema=producción de matriz extracelular preanimal | beneficio o compensación observada=genes con dominios de colágeno localizados; no demuestran función tisular completa","0767d32dcd3584371d9dc51e59fed9efdd2899490be2bce98886ec6ea796fb70","C-1571; C-1575","manifiesto_explicito_celda","REVISADA"
"TC-02895","celda","data/tablas/12/table-52-12-6-1-costes-y-compensaciones-cuantificados-o-no-localizado.csv","fila 7","cifra de coste publicada localizada","sistema=producción de matriz extracelular preanimal | cifra de coste publicada localizada=SIN CIFRA PUBLICADA LOCALIZADA","29168891e3589f15c13c0823afa4b8a784e5afd3feb754815a34e683d9230e8b","C-1576","manifiesto_explicito_celda","REVISADA"
"TC-02896","celda","data/tablas/12/table-52-12-6-1-costes-y-compensaciones-cuantificados-o-no-localizado.csv","fila 7","unidad","sistema=producción de matriz extracelular preanimal | unidad=SIN CIFRA PUBLICADA LOCALIZADA","16eda4e6de0cb889e89d11024037420d585a35d756e4940b09ea4a94726a594f","C-1576","manifiesto_explicito_celda","REVISADA"
"TC-02897","celda","data/tablas/12/table-52-12-6-1-costes-y-compensaciones-cuantificados-o-no-localizado.csv","fila 7","condición","sistema=producción de matriz extracelular preanimal | condición=ocho holozoos unicelulares genómicos comparados","87ef82d7692b06c2b669ab14f4bf28864f4363debf8c5412c079475bc392e440","C-1576","manifiesto_explicito_celda","REVISADA"
"TC-02898","celda","data/tablas/12/table-52-12-6-1-costes-y-compensaciones-cuantificados-o-no-localizado.csv","fila 8","beneficio o compensación observada","sistema=comparación clonal–agregativa–cenocítica | beneficio o compensación observada=rutas clonal, agregativa y cenocítica como mecanismos, no como escala progresiva","08486bb9ecf486766b3ae2b7ac453f19d41e6b9e9a7795bbc830681a2dda8376","C-1486","manifiesto_explicito_celda","REVISADA"
"TC-02899","celda","data/tablas/12/table-52-12-6-1-costes-y-compensaciones-cuantificados-o-no-localizado.csv","fila 8","cifra de coste publicada localizada","sistema=comparación clonal–agregativa–cenocítica | cifra de coste publicada localizada=SIN CIFRA PUBLICADA LOCALIZADA","87c3b10e3c864588d196e24248fafaef9aacf42ac43e43cb2b0a7fd6c0e2e7f9","C-1603","manifiesto_explicito_celda","REVISADA"
"TC-02900","celda","data/tablas/12/table-52-12-6-1-costes-y-compensaciones-cuantificados-o-no-localizado.csv","fila 8","unidad","sistema=comparación clonal–agregativa–cenocítica | unidad=SIN CIFRA PUBLICADA LOCALIZADA","faf9a400b7b44c5f93c803b4805171af3128a27ba2dd5606e8237cf084cac516","C-1603","manifiesto_explicito_celda","REVISADA"
"TC-02901","celda","data/tablas/12/table-52-12-6-1-costes-y-compensaciones-cuantificados-o-no-localizado.csv","fila 8","condición","sistema=comparación clonal–agregativa–cenocítica | condición=rutas y organismos del corredor","1e7221146d60e44b292619d24db3382cf2d5075dec7b368a523afc323b22c257","C-1603","manifiesto_explicito_celda","REVISADA"
"TC-02902","celda","data/tablas/12/table-52-12-6-1-costes-y-compensaciones-cuantificados-o-no-localizado.csv","fila 9","beneficio o compensación observada","sistema=levadura snowflake inicial | beneficio o compensación observada=ventaja de aptitud de 34 % bajo selección por sedimentación","4d266a7f8e829cee6e89e93938a7d6dec9eac2ee65b3f781c2882f4be9178974","C-1549","manifiesto_explicito_celda","REVISADA"
"TC-02903","celda","data/tablas/12/table-52-12-6-1-costes-y-compensaciones-cuantificados-o-no-localizado.csv","fila 9","condición","sistema=levadura snowflake inicial | condición=ensayo de sedimentación","4bca0c3a4009921540ad1db5eaa0b6c3e203a807ea8600182a579b2a88231794","C-1549","manifiesto_explicito_celda","REVISADA"
"TC-02904","celda","data/tablas/12/table-52-12-6-1-costes-y-compensaciones-cuantificados-o-no-localizado.csv","fila 10","beneficio o compensación observada","sistema=levadura snowflake prolongada | beneficio o compensación observada=aumento aproximado de 2 × 10^4 en tamaño y 10^4 en tenacidad mediante elongación celular y entrelazamiento","48a28f437ebc3bfb1d0ace0ab000f5764a996e04d457ddf1f16583e5b5bbf73f","C-1552; C-1553; C-1554","manifiesto_explicito_celda","REVISADA"
"TC-02905","celda","data/tablas/12/table-52-12-6-1-costes-y-compensaciones-cuantificados-o-no-localizado.csv","fila 10","condición","sistema=levadura snowflake prolongada | condición=tratamiento anaerobio, 600 rondas","82b440f7912b263e117b8825647cae71a67c7576c9963d658fc9c86969f02e55","C-1551","manifiesto_explicito_celda","REVISADA"
"TC-02906","celda","data/tablas/12/table-53-12-7-1-tabla-comparativa-de-genomas.csv","fila 2","tamaño del genoma publicado","organismo=*Monosiga brevicollis* | tamaño del genoma publicado=aproximadamente 41.6 Mb","389c5fa000790fa7e3d6d58ac6b7b4a77718fdd86ef4427659d417a3a30fd55f","C-1557","manifiesto_explicito_celda","REVISADA"
"TC-02907","celda","data/tablas/12/table-53-12-7-1-tabla-comparativa-de-genomas.csv","fila 2","genes publicados","organismo=*Monosiga brevicollis* | genes publicados=aproximadamente 9,200","1faeb3897ce1ce4a39bf51ca8c1390e6f758a70f100e4747dc1eb6269f31a61b","C-1557","manifiesto_explicito_celda","REVISADA"
"TC-02908","celda","data/tablas/12/table-53-12-7-1-tabla-comparativa-de-genomas.csv","fila 2","densidad o promedio de intrones","organismo=*Monosiga brevicollis* | densidad o promedio de intrones=6.6 intrones por gen; 174 bp de longitud media","e61e36d9eaf61a076a99f6d93e5beaf4cf2912f63b141a509870d0337e65f1f8","C-1558","manifiesto_explicito_celda","REVISADA"
"TC-02909","celda","data/tablas/12/table-53-12-7-1-tabla-comparativa-de-genomas.csv","fila 2","versión o método","organismo=*Monosiga brevicollis* | versión o método=ensamblaje de referencia publicado","997f9edec06008b1b3bb012f8916b0c4b62905b788cf495061da914850ec5b3b","C-1557","manifiesto_explicito_celda","REVISADA"
"TC-02910","celda","data/tablas/12/table-53-12-7-1-tabla-comparativa-de-genomas.csv","fila 3","tamaño del genoma publicado","organismo=*Salpingoeca rosetta* | tamaño del genoma publicado=aproximadamente 55 Mb; 154 scaffolds; N50 1.52 Mb","00d8394fb96d06559e9b8015a325241a7b27d3d08eea34f53d3b6db40a606fcd","C-1559","manifiesto_explicito_celda","REVISADA"
"TC-02911","celda","data/tablas/12/table-53-12-7-1-tabla-comparativa-de-genomas.csv","fila 3","genes publicados","organismo=*Salpingoeca rosetta* | genes publicados=11,629; 98% con apoyo transcriptómico","d8c3f47ab89fa89d61badf88b9f6abf169c1dc3ae2184fbf9947d1dcc43bb7a0","C-1559","manifiesto_explicito_celda","REVISADA"
"TC-02912","celda","data/tablas/12/table-53-12-7-1-tabla-comparativa-de-genomas.csv","fila 3","densidad o promedio de intrones","organismo=*Salpingoeca rosetta* | densidad o promedio de intrones=7.44 intrones por gen","778afd687f47d92bd2af03068fb84dfdd181c92e2c5286ecc9a4fefc90e22527","C-1560","manifiesto_explicito_celda","REVISADA"
"TC-02913","celda","data/tablas/12/table-53-12-7-1-tabla-comparativa-de-genomas.csv","fila 3","versión o método","organismo=*Salpingoeca rosetta* | versión o método=ensamblaje publicado; IntronDB usa el transcrito codificante más largo e intrones ≥10 bp","8aae28a4095b1058c44cfa5a35094da55cb1bda32787bacfcf51e221c722a7d2","C-1559; C-1560","manifiesto_explicito_celda","REVISADA"
"TC-02914","celda","data/tablas/12/table-53-12-7-1-tabla-comparativa-de-genomas.csv","fila 4","tamaño del genoma publicado","organismo=*Capsaspora owczarzaki* | tamaño del genoma publicado=28 Mb; 84 scaffolds","c033940aff0a55ee515cc3e26065300389523d86b0e71bbd5526ccad6e6f624e","C-1561","manifiesto_explicito_celda","REVISADA"
"TC-02915","celda","data/tablas/12/table-53-12-7-1-tabla-comparativa-de-genomas.csv","fila 4","genes publicados","organismo=*Capsaspora owczarzaki* | genes publicados=8,657","989173cac0c6ac4c9ac54492b8efc2ab7c2a45de2afea82803fbdc54393199c9","C-1561","manifiesto_explicito_celda","REVISADA"
"TC-02916","celda","data/tablas/12/table-53-12-7-1-tabla-comparativa-de-genomas.csv","fila 4","densidad o promedio de intrones","organismo=*Capsaspora owczarzaki* | densidad o promedio de intrones=3.8 intrones por gen; 166 bp de longitud media","e1b97a41e4f1a3caacbc0c6eedb81146173bf04d4464948b411244e795c32c26","C-1562","manifiesto_explicito_celda","REVISADA"
"TC-02917","celda","data/tablas/12/table-53-12-7-1-tabla-comparativa-de-genomas.csv","fila 4","versión o método","organismo=*Capsaspora owczarzaki* | versión o método=ensamblaje y anotación publicados","f3630d0baec9d4f8589c79a876714c23119344f1dd99d287e2f42af05192afeb","C-1561; C-1562","manifiesto_explicito_celda","REVISADA"
"TC-02918","celda","data/tablas/12/table-53-12-7-1-tabla-comparativa-de-genomas.csv","fila 5","tamaño del genoma publicado","organismo=*Ministeria vibrans* | tamaño del genoma publicado=29.72 Mb","42eb48f9a70fce3d294ada88d206643ce651217117aef6e2eea927e353c251be","C-1564","manifiesto_explicito_celda","REVISADA"
"TC-02919","celda","data/tablas/12/table-53-12-7-1-tabla-comparativa-de-genomas.csv","fila 5","genes publicados","organismo=*Ministeria vibrans* | genes publicados=12,151 en la anotación de 2022; 12,127 antes de filtros del estudio de 2026","d83241046b33574d09681b10e022e231ea9c0dbc20b458b27a172831fbfa3d6a","C-1564","manifiesto_explicito_celda","REVISADA"
"TC-02920","celda","data/tablas/12/table-53-12-7-1-tabla-comparativa-de-genomas.csv","fila 5","densidad o promedio de intrones","organismo=*Ministeria vibrans* | densidad o promedio de intrones=3.67 intrones por gen; 133.34 bp de longitud media","65e9768e8e5eca8c166cbfc8a8a054583811881f7267736ed4429f7d94be5d6d","C-1564","manifiesto_explicito_celda","REVISADA"
"TC-02921","celda","data/tablas/12/table-53-12-7-1-tabla-comparativa-de-genomas.csv","fila 5","versión o método","organismo=*Ministeria vibrans* | versión o método=ensamblaje y anotación publicados en 2022; análisis de agregación con filtrado propio en 2026","13690cd5ebee76f79087c7a00896b88aca1db90eac6efa1df508a9ad760aa6f4","C-1564","manifiesto_explicito_celda","REVISADA"
"TC-02922","celda","data/tablas/12/table-53-12-7-1-tabla-comparativa-de-genomas.csv","fila 6","tamaño del genoma publicado","organismo=*Sphaeroforma arctica* | tamaño del genoma publicado=121.6 Mb","2d0539a12ba21c15d5c33fe71a4ae4c6c5cbe124832fe70e99ff9091c2034ecf","C-1565","manifiesto_explicito_celda","REVISADA"
"TC-02923","celda","data/tablas/12/table-53-12-7-1-tabla-comparativa-de-genomas.csv","fila 6","densidad o promedio de intrones","organismo=*Sphaeroforma arctica* | densidad o promedio de intrones=densidad de intrones elevada en la reconstrucción comparativa","3364146f0b0004b26bce771c1d887845c9a0e8b42a3ec94a4e167b569acafe2b","C-1566","manifiesto_explicito_celda","REVISADA"
"TC-02924","celda","data/tablas/12/table-53-12-7-1-tabla-comparativa-de-genomas.csv","fila 6","versión o método","organismo=*Sphaeroforma arctica* | versión o método=ensamblaje de referencia y reconstrucción comparativa","ea045c4ee8931b0fcb29d14ff1202aa6c90e6323dbde7afe4ae2e59de723d9e9","C-1565; C-1566","manifiesto_explicito_celda","REVISADA"
"TC-02925","celda","data/tablas/12/table-53-12-7-1-tabla-comparativa-de-genomas.csv","fila 7","tamaño del genoma publicado","organismo=*Creolimax fragrantissima* | tamaño del genoma publicado=aproximadamente 45 Mb; 82 scaffolds","6f525cb7e672f2ab0a18d43068cb256f37488f6d1f36fba511ee983ba2248583","C-1516","manifiesto_explicito_celda","REVISADA"
"TC-02926","celda","data/tablas/12/table-53-12-7-1-tabla-comparativa-de-genomas.csv","fila 7","genes publicados","organismo=*Creolimax fragrantissima* | genes publicados=8,695","935379db305f57bc4945c11e124d7ea88afd7695db1e8c978444f4dad48429a5","C-1517","manifiesto_explicito_celda","REVISADA"
"TC-02927","celda","data/tablas/12/table-53-12-7-1-tabla-comparativa-de-genomas.csv","fila 7","densidad o promedio de intrones","organismo=*Creolimax fragrantissima* | densidad o promedio de intrones=6.5 intrones por gen","cd29db62186410bfc9862fa12364113823a1ed266eefd1a92da1c4c009141f25","C-1517","manifiesto_explicito_celda","REVISADA"
"TC-02928","celda","data/tablas/12/table-53-12-7-1-tabla-comparativa-de-genomas.csv","fila 7","versión o método","organismo=*Creolimax fragrantissima* | versión o método=ensamblaje y anotación publicados","71e2f1894eae3345499065d80341c7ebfb9b00c3519ac5b5d26b75ada256c014","C-1516; C-1517","manifiesto_explicito_celda","REVISADA"
"TC-02929","celda","data/tablas/12/table-53-12-7-1-tabla-comparativa-de-genomas.csv","fila 8","tamaño del genoma publicado","organismo=*Corallochytrium limacisporum* | tamaño del genoma publicado=24.1 Mb","f8b50d072ee04bed41fde6b5e7eba363cbed4bd0823d838ecfabdf448d15815b","C-1521","manifiesto_explicito_celda","REVISADA"
"TC-02930","celda","data/tablas/12/table-53-12-7-1-tabla-comparativa-de-genomas.csv","fila 8","genes publicados","organismo=*Corallochytrium limacisporum* | genes publicados=7,535","24509dc869a1c7bd11264941dc9c7f873e1c0fedaea57a550648d052f1d8329c","C-1521","manifiesto_explicito_celda","REVISADA"
"TC-02931","celda","data/tablas/12/table-53-12-7-1-tabla-comparativa-de-genomas.csv","fila 8","densidad o promedio de intrones","organismo=*Corallochytrium limacisporum* | densidad o promedio de intrones=0.0 intrones por kbp de CDS en el conjunto publicado","bb98b7acb74793f0a9d4ef8eb5d3de52fc8f0bc4728302c4c8a41ff2b44ecc3b","C-1522; C-1521","manifiesto_explicito_celda","REVISADA"
"TC-02932","celda","data/tablas/12/table-53-12-7-1-tabla-comparativa-de-genomas.csv","fila 8","versión o método","organismo=*Corallochytrium limacisporum* | versión o método=ensamblaje y comparación genómica publicados","af51a204e36323e2934efc035bcec73416fd706b42bf0f20321e457d637ea171","C-1521; C-1522","manifiesto_explicito_celda","REVISADA"
"TC-02933","celda","data/tablas/12/table-53-12-7-1-tabla-comparativa-de-genomas.csv","fila 9","tamaño del genoma publicado","organismo=*Thecamonas trahens* | tamaño del genoma publicado=26.68 Mb","2a379cad392056b25a7ecd348a9f548220b0498554ecbbb56063c850ada528d5","C-1568","manifiesto_explicito_celda","REVISADA"
"TC-02934","celda","data/tablas/12/table-53-12-7-1-tabla-comparativa-de-genomas.csv","fila 9","genes publicados","organismo=*Thecamonas trahens* | genes publicados=10,544 péptidos predichos","96d583a93185b66d370084659220802a15ba79d64f9ee899f75fd771a56fceaf","C-1568","manifiesto_explicito_celda","REVISADA"
"TC-02935","celda","data/tablas/12/table-53-12-7-1-tabla-comparativa-de-genomas.csv","fila 9","densidad o promedio de intrones","organismo=*Thecamonas trahens* | densidad o promedio de intrones=1.04 intrones por gen; 442.67 bp de longitud media","8244b2075cbde1b6e4ea8292b8c368ef8a587ebf42c2e0dee1afbcaa9e56e735","C-1568","manifiesto_explicito_celda","REVISADA"
"TC-02936","celda","data/tablas/12/table-53-12-7-1-tabla-comparativa-de-genomas.csv","fila 9","versión o método","organismo=*Thecamonas trahens* | versión o método=tabla comparativa publicada en 2015; ensamblaje GCA_000142905.1 disponible","ff759c7c604714b103f917837d48c1076f2765708c2701f59ae78ff2f9fd1423","C-1568; C-1567","manifiesto_explicito_celda","REVISADA"
"TC-02937","celda","data/tablas/12/table-54-12-10-1-repertorio-funcional-localizado.csv","fila 2","presencia preanimal localizada","familia o sistema=integrinas y adhesoma | presencia preanimal localizada=integrinas alfa y beta con adaptadores en *Capsaspora*; dominios alfa en *Monosiga*","3c57f3b6b77425f5cd846f83cebe83442f2d6efc98d1941bcde4d64af1d9c12b","C-1572; C-1570","manifiesto_explicito_celda","REVISADA"
"TC-02938","celda","data/tablas/12/table-54-12-10-1-repertorio-funcional-localizado.csv","fila 2","ausencia, discontinuidad o límite","familia o sistema=integrinas y adhesoma | ausencia, discontinuidad o límite=*Monosiga* carece de beta canónica en el estudio; distribución mosaico en otros holozoos","d7ac887661753e22ceeffde801215e1e567641595f202f487187df75c43c6a00","C-1570; C-1574","manifiesto_explicito_celda","REVISADA"
"TC-02939","celda","data/tablas/12/table-54-12-10-1-repertorio-funcional-localizado.csv","fila 2","interpretación permitida","familia o sistema=integrinas y adhesoma | interpretación permitida=*Capsaspora* conserva integrina alfa, integrina beta y componentes citoplasmáticos; la distribución entre holozoos unicelulares es parcheada","6c05d2ac0fff76496cf93414fec5ee5901bb294a6719ff667a62cf5381a038e2","C-1572; C-1574","manifiesto_explicito_celda","REVISADA"
"TC-02940","celda","data/tablas/12/table-54-12-10-1-repertorio-funcional-localizado.csv","fila 3","presencia preanimal localizada","familia o sistema=cadherinas | presencia preanimal localizada=23 genes con dominios de cadherina en *Monosiga*","9f4b5bfd4801c1a17069a18445fceff438dfb8bb023766fdfa85cbce03b47fb5","C-1569","manifiesto_explicito_celda","REVISADA"
"TC-02941","celda","data/tablas/12/table-54-12-10-1-repertorio-funcional-localizado.csv","fila 3","ausencia, discontinuidad o límite","familia o sistema=cadherinas | ausencia, discontinuidad o límite=la presencia de dominios de cadherina no demuestra la misma función tisular animal","65c0b8582e4366413dc8b8b113945d38aa83ac5dcf7016562ecb6b2e329af021","C-1575","manifiesto_explicito_celda","REVISADA"
"TC-02942","celda","data/tablas/12/table-54-12-10-1-repertorio-funcional-localizado.csv","fila 3","interpretación permitida","familia o sistema=cadherinas | interpretación permitida=23 genes con dominios de cadherina en *Monosiga*; esa homología de dominio no demuestra una función tisular animal completa","ea3b1cc5f0f164e18f971cebbca35c1174cbb8910392e5bd0cb50abd5e9e133d","C-1569; C-1575","manifiesto_explicito_celda","REVISADA"
"TC-02943","celda","data/tablas/12/table-54-12-10-1-repertorio-funcional-localizado.csv","fila 4","presencia preanimal localizada","familia o sistema=matriz y colágeno | presencia preanimal localizada=dominios de colágeno y repeticiones Gly-X-Y en *Monosiga*","f89fa3e9c3fee9cf077880f1b88213514e87b7032d801ad85827c4f20f962362","C-1571","manifiesto_explicito_celda","REVISADA"
