"clave","autores","año","título","publicación o repositorio","DOI en forma https://doi.org/10.xxxx/... o URL resoluble si no hay DOI","tipo","notas de calidad","fecha de consulta"
"S464","Thauer, R. K.; Jungermann, K.; Decker, K.","1977","Energy conservation in chemotrophic anaerobic bacteria","Bacteriological Reviews 41:100–180","https://doi.org/10.1128/br.41.1.100-180.1977","revisión","Tabula energías libres estándar de reacciones anaerobias; el rendimiento real depende de donante, productos, actividades y acoplamiento celular. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 2 afirmaciones; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-08"
"S465","Zerkle, A. L. et al.","2006","Metal limitation of cyanobacterial N2 fixation and implications for the Precambrian nitrogen cycle","Geobiology 4:285–297","https://doi.org/10.1111/j.1472-4669.2006.00082.x","investigación primaria","Cultivos de cianobacterias fijadoras de N₂ bajo combinaciones de Fe y Mo diseñadas como análogos arcaicos, proterozoicos y fanerozoicos; prueba que una predicción de limitación metálica no es universal. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 2 afirmaciones; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-08"
"S466","Guilbaud, R. et al.","2020","Phosphorus-limited conditions in the early Neoproterozoic ocean maintained low levels of atmospheric oxygen","Nature Geoscience 13:296–301","https://doi.org/10.1038/s41561-020-0548-7","investigación primaria","Especiación sedimentaria de fósforo y modelado; vincula retención de P por minerales de Fe en océanos ferruginosos con oligotrofia y bajo O₂. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez. [USO EN UNA SOLA C] C-847.","2026-08-08"
"S467","Le Guerroué, E. et al.","2006","Chemostratigraphic and sedimentological framework of the largest negative carbon isotopic excursion in Earth history: the Neoproterozoic Shuram Formation (Nafun Group, Oman)","Precambrian Research 146:68–92","https://doi.org/10.1016/j.precamres.2006.01.007","investigación primaria","Quimioestratigrafía de alta resolución; documenta caída de δ13Ccarb desde ~+4‰ hasta −12‰ y discute señal primaria frente a alteración. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez. [USO EN UNA SOLA C] C-849.","2026-08-08"
"S468","Marshall, W. L.; Berbee, M. L.","2011","Facing unknowns: living cultures (Pirum gemmata gen. nov., sp. nov., and Abeoforma whisleri, gen. nov., sp. nov.) from invertebrate digestive tracts represent an undescribed clade within the unicellular opisthokont lineage Ichthyosporea","Protist 162:33–57","https://doi.org/10.1016/j.protis.2010.06.002","investigación primaria","Aislamiento desde tractos digestivos de invertebrados marinos, cultivo y microscopía; ciclos asexuales distintos y relación ecológica con el hospedador no demostrada como parasitismo. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 2 afirmaciones; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-08"
"S469","Kocan, R. et al.","1999","Pathogenicity of Ichthyophonus hoferi for laboratory-reared Pacific herring Clupea pallasi and its early appearance in wild Puget Sound herring","Diseases of Aquatic Organisms 35:23–29","https://doi.org/10.3354/dao035023","investigación primaria","Infección experimental, cultivo y necropsia; cumple postulados de Koch en arenque y demuestra transmisión alimentaria experimental sin resolver la ruta natural. Título completo verificado contra el registro DOI de Crossref el 2026-08-08.","2026-08-08"
"S470","Žárský, V. et al.","2021","The Mastigamoeba balamuthi Genome and the Nature of the Free-Living Ancestor of Entamoeba","Molecular Biology and Evolution 38:2240–2259","https://doi.org/10.1093/molbev/msab020","investigación primaria","Genoma, transcriptoma y filogenómica; documenta Mastigamoeba libre, anaerobia, de sedimentos dulceacuícolas ricos en materia orgánica y separa anaerobiosis de parasitismo. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-08"
"S471","Huston, C. D. et al.","2003","Apoptotic killing and phagocytosis of host cells by the parasite Entamoeba histolytica","Infection and Immunity 71:964–972","https://doi.org/10.1128/IAI.71.2.964-972.2003","investigación primaria","Ensayos celulares cuantifican muerte y fagocitosis de células hospedadoras; el sistema experimental no representa todo el ciclo intestinal. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-08"
"S472","Raoult, D. et al.","2004","The 1.2-megabase genome sequence of Mimivirus","Science 306:1344–1350","https://doi.org/10.1126/science.1101485","investigación primaria","Secuenciación del genoma de 1,181,404 bp y anotación de 1,262 ORF putativos; los recuentos dependen de la anotación. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-08"
"S473","Philippe, N. et al.","2013","Pandoraviruses: amoeba viruses with genomes up to 2.5 Mb reaching that of parasitic eukaryotes","Science 341:281–286","https://doi.org/10.1126/science.1239181","investigación primaria","Aislamiento, microscopía y secuenciación de pandoravirus; compara dos especies y no define un tamaño único para todo el clado. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez. [USO EN UNA SOLA C] C-962.","2026-08-08"
"S474","Legendre, M. et al.","2014","Thirty-thousand-year-old distant relative of giant icosahedral DNA viruses with a pandoravirus morphology","Proceedings of the National Academy of Sciences USA 111:4274–4279","https://doi.org/10.1073/pnas.1320670111","investigación primaria","Revive Pithovirus sibericum desde permafrost y caracteriza partícula de ~1.5 μm y genoma de ~610 kbp; edad del sedimento no es edad del linaje viral. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-08"
"S475","Kocan, R.; LaPatra, S.; Hershberger, P.","2013","Evidence for an amoeba-like infectious stage of Ichthyophonus sp. and description of a circulating blood stage: a probable mechanism for dispersal within the fish host","Journal of Parasitology 99:235–240","https://doi.org/10.1645/GE-3255.1","investigación primaria","Infección oral experimental y seguimiento temporal; observa formas ameboides en estómago y sangre, y crecimiento tardío de esquizontes. El ciclo descrito corresponde al hospedador piscívoro experimental. [SOPORTE ÚNICO ACTUAL] En el corpus final es la única fuente citada por 3 afirmaciones; esta condición es posterior al corte inicial y se calcula por afirmación.","2026-08-08"
"S476","Kożyczkowska, A. et al.","2021","Stable transfection in protist Corallochytrium limacisporum identifies novel cellular features among unicellular animals relatives","Current Biology 31:4104–4110.e5","https://doi.org/10.1016/j.cub.2021.06.061","investigación primaria","Cultivo axénico, transfección y microscopía temporal; distingue fisión binaria y crecimiento cenocítico, con frecuencias y tiempos específicos de las condiciones de cultivo. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-08"
"S477","Domaizon, I.; Viboud, S.; Fontvieille, D.","2003","Taxon-specific and seasonal variations in flagellates grazing on heterotrophic bacteria in the oligotrophic Lake Annecy – importance of mixotrophy","FEMS Microbiology Ecology 46:317–329","https://doi.org/10.1016/S0168-6496(03)00248-4","investigación primaria","Muestreo del epilimnion y ensayos duplicados con microesferas fluorescentes de 0,5 μm; cuantifica ingestión por taxón y muestra variación estacional y metodológica. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 2 afirmaciones; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-08"
"S478","Cann, J. P.","1986","The Feeding Behavior and Structure of Nuclearia delicatula (Filosea: Aconchulinida)","Journal of Protozoology 33:392–396","https://doi.org/10.1111/j.1550-7408.1986.tb05629.x","investigación primaria","Observación de alimentación y estructura; documenta penetración de células dañadas o viejas de Spirogyra e ingestión activa de filamentos de Phormidium. Identificador normalizado contra Crossref, PubMed o el registro editorial durante la auditoría integral. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez. [USO EN UNA SOLA C] C-948.","2026-08-08"
"S479","Maier, M. A.; Peterson, T. D.","2016","Enumeration of Parasitic Chytrid Zoospores in the Columbia River via Quantitative PCR","Applied and Environmental Microbiology 82:3857–3867","https://doi.org/10.1128/AEM.00084-16","investigación primaria","qPCR específica de ITS2, cultivos y recuentos de Rhizophydium planktonicum asociado con Asterionella formosa; estima abundancia, tamaño de zoosporas y transferencia de carbono con supuestos explícitos. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-08"
"S480","Chambers, Robert [publicado anónimamente]","1844","Vestiges of the Natural History of Creation","John Churchill, Londres","https://www.gutenberg.org/files/7116/7116-h/7116-h.htm","capítulo o libro","Fuente histórica primaria transcrita de la primera edición; usa “a missing link” en la p. 69 para una forma vegetal fósil. Es el uso más antiguo verificado en esta revisión, no una demostración de prioridad absoluta de la expresión. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez. [USO EN UNA SOLA C] C-1878.","2026-08-08"
"S481","McDade, Lucinda A.","1990","Hybrids and Phylogenetic Systematics I. Patterns of Character Expression in Hybrids and Their Implications for Cladistic Analysis","Evolution 44:1685–1700","https://doi.org/10.1111/j.1558-5646.1990.tb03856.x","investigación primaria","El resumen publicado usa “a basal lineage” para predecir la colocación cladística de híbridos. Es el uso filogenético más antiguo verificado en esta revisión, no una demostración de prioridad absoluta de la expresión. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez. [USO EN UNA SOLA C] C-1885.","2026-08-08"
"S482","International Commission on Zoological Nomenclature","2026, consulta","Frequently Asked Questions","ICZN","https://www.iczn.org/outreach/faqs/","otro","Orientación institucional oficial: los protistas ambiregnales se tratan bajo las reglas de ICZN e ICN; no existe una asignación universal de cada protista a un único código. [SOPORTE ÚNICO ACTUAL] En el corpus final es la única fuente citada por 1 afirmaciones; esta condición es posterior al corte inicial y se calcula por afirmación.","2026-08-08"
"S483","Burns, John A.; Paasch, Amber; Narechania, Apurva; Kim, Eunsoo","2015","Comparative Genomics of a Bacterivorous Green Alga Reveals Evolutionary Causalities and Consequences of Phago-Mixotrophic Mode of Nutrition","Genome Biology and Evolution 7:3047–3061","https://doi.org/10.1093/gbe/evv144","investigación primaria","La tabla 3 publica métricas comparables de Thecamonas trahens: tamaño genómico, intrones por gen, longitud media de intrón y número de péptidos predichos. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez. [USO EN UNA SOLA C] C-1568.","2026-08-08"
"S484","Záhonová, Kristína; Treitli, Sebastian Cristian; Le, Tien; Škodová-Sveráková, Ingrid; Hanousková, Pavla; Čepička, Ivan; Tachezy, Jan; Hampl, Vladimír","2022","Anaerobic derivates of mitochondria and peroxisomes in the free-living amoeba Pelomyxa schiedti revealed by single-cell genomics","BMC Biology 20:56","https://doi.org/10.1186/s12915-022-01247-w","investigación primaria","El texto principal compara densidades de intrones y publica 7,44 intrones por gen para Salpingoeca rosetta, con IntronDB como procedencia. [USO EN UNA SOLA C] C-1560.","2026-08-08"
"S485","Wang, Dapeng","2019","IntronDB: a database for eukaryotic intron features","Bioinformatics 35:4400–4401","https://doi.org/10.1093/bioinformatics/btz242","investigación primaria","Describe el marco comparativo: anotaciones de Ensembl, transcrito codificante más largo por gen e intrones de al menos 10 bp. La cifra de Salpingoeca debe interpretarse bajo esta definición. [USO EN UNA SOLA C] C-1560.","2026-08-08"
"S530","Devos, Damien P.","2021","Reconciling Asgardarchaeota Phylogenetic Proximity to Eukaryotes and Planctomycetes Cellular Features in the Evolution of Life","Molecular Biology and Evolution 38:3531–3542","https://doi.org/10.1093/molbev/msab186","revisión","Perspective conceptual independiente: defiende una reconciliación Planctomycetes–Asgard, pero no constituye una prueba experimental discriminante de la hipótesis neomurana completa. [SOPORTE ÚNICO ACTUAL] En el corpus final es la única fuente citada por 1 afirmaciones; esta condición es posterior al corte inicial y se calcula por afirmación.","2026-08-08"
"S531","Wollweber, Florian et al.","2025","Microtubules in Asgard archaea","Cell 188:2451–2464.e26","https://doi.org/10.1016/j.cell.2025.02.027","investigación primaria","Proteómica, criotomografía y microscopía de expansión de un enriquecimiento de Candidatus Lokiarchaeum ossiferum; evidencia celular nativa para AtubA/B, no para OdinTubulin. [SOPORTE ÚNICO ACTUAL] En el corpus final es la única fuente citada por 1 afirmaciones; esta condición es posterior al corte inicial y se calcula por afirmación.","2026-08-08"
"S532","Tran, Linh T. et al.","2026","Structure and dynamics of a four-protofilament microtubule from Heimdallarchaeales α/β-tubulin","Science Advances 12:eaeh4305","https://doi.org/10.1126/sciadv.aeh4305","investigación primaria","Reconstitución bioquímica, TIRF y deformación de liposomas por tubulina Heimdallarchaeales; proteína recombinante, no validación en célula nativa. [SOPORTE ÚNICO ACTUAL] En el corpus final es la única fuente citada por 1 afirmaciones; esta condición es posterior al corte inicial y se calcula por afirmación.","2026-08-08"
"S533","Vargová, Romana et al.","2025","The Asgard archaeal origins of Arf family GTPases involved in eukaryotic organelle dynamics","Nature Microbiology 10:495–508","https://doi.org/10.1038/s41564-024-01904-6","investigación primaria","Filogenia, cristalografía y localización heteróloga de ArfR; no demuestra tráfico vesicular causal en una célula asgard nativa. [SOPORTE ÚNICO ACTUAL] En el corpus final es la única fuente citada por 1 afirmaciones; esta condición es posterior al corte inicial y se calcula por afirmación.","2026-08-08"
"S534","Zhu, Jing et al.","2025","Asgard Arf GTPases can act as membrane-associating molecular switches with the potential to function in organelle biogenesis","Nature Communications 16:2622","https://doi.org/10.1038/s41467-025-57902-7","investigación primaria","Ensayos de membrana in vitro y expresión en levadura y células humanas; actividad heteróloga, no perturbación nativa en Asgard. [SOPORTE ÚNICO ACTUAL] En el corpus final es la única fuente citada por 1 afirmaciones; esta condición es posterior al corte inicial y se calcula por afirmación.","2026-08-08"
"S535","MacLeod, Fraser I. et al.","2025","An Asgard archaeon with internal membrane compartments","bioRxiv","https://doi.org/10.1101/2025.11.06.686947","preprint","Criotomografía de células enriquecidas de Candidatus Yibarchaeum umbracryptum con vesículas internas; no revisado por pares y sin localización o perturbación causal de GTPasas. [SOPORTE ÚNICO ACTUAL] En el corpus final es la única fuente citada por 1 afirmaciones; esta condición es posterior al corte inicial y se calcula por afirmación.","2026-08-08"
"S536","Valentin-Alvarado, Luis E. et al.","2024","Asgard archaea modulate potential methanogenesis substrates in wetland soil","Nature Communications 15:6384","https://doi.org/10.1038/s41467-024-49872-z","investigación primaria","Genomas completos y metatranscriptómica in situ de Atabeyarchaeia y Freyarchaeia; rutas y expresión no equivalen a fisiología medida en aislamiento. [SOPORTE ÚNICO ACTUAL] En el corpus final es la única fuente citada por 2 afirmaciones; esta condición es posterior al corte inicial y se calcula por afirmación.","2026-08-08"
"S537","Lu, Zhongyi et al.","2024","Evolution of optimal growth temperature in Asgard archaea inferred from the temperature dependence of GDP binding to EF-1A","Nature Communications 15:515","https://doi.org/10.1038/s41467-024-44806-1","investigación primaria","Proxy biofísico de temperatura óptima para linajes Asgard; valores inferidos de EF-1A, no temperaturas de cultivo.","2026-08-08"
"S538","Sun, Jiarui et al.","2021","Recoding of stop codons expands the metabolic potential of two novel Asgardarchaeota lineages","ISME Communications 1:30","https://doi.org/10.1038/s43705-021-00032-0","investigación primaria","MAG y reconstrucción metabólica de linajes que incluyen Jordarchaeia; evidencia genómica, no fisiología en aislamiento. [SOPORTE ÚNICO ACTUAL] En el corpus final es la única fuente citada por 1 afirmaciones; esta condición es posterior al corte inicial y se calcula por afirmación.","2026-08-08"
"S539","Mascotti, Maria L.; Mayorga, Luis S.; Masone, Diego","2025","An Unconventional Fusion Mechanism at the Origin of Eukaryotic Membranes","Journal of Physical Chemistry B 129:13141–13152","https://doi.org/10.1021/acs.jpcb.5c05957","investigación primaria","Dinámica molecular de una ruta candidata de fusión arqueana–bacteriana; demuestra plausibilidad física bajo el modelo, no unicidad histórica. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-08"
"S540","Wächtershäuser, Günter","2003","From pre-cells to E. coli—A tale of two lipids","Molecular Microbiology 47:13–22","https://doi.org/10.1046/j.1365-2958.2003.03267.x","revisión","Fuente histórica primaria para la terminología: introduce explícitamente LBCA y LACA en el texto; la auditoría no convierte este hallazgo en prueba de prioridad absoluta. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez. [USO EN UNA SOLA C] C-178.","2026-08-08"
"S541","Speijer, Dave","2026","Eukaryogenesis: Did an Oxidative Crucible Result in Misleading Bioinformatic Analyses?","BioEssays 48:e70115","https://doi.org/10.1002/bies.70115","revisión","Crítica al fechado de duplicaciones: propone que cambios de tasa asociados con ROS y selección pueden inflar edades; no refuta por sí sola el reloj de Kay et al. [USO EN UNA SOLA C] C-417.","2026-08-08"
"S542","Karpov, Sergey A. et al.","2014","Morphology, phylogeny, and ecology of the aphelids (Aphelidea, Opisthokonta) and proposal for the new superphylum Opisthosporidia","Frontiers in Microbiology 5:112","https://doi.org/10.3389/fmicb.2014.00112","investigación primaria","Morfología y filogenia de apélidos; señala que la división Holozoa–Holomycota se sostiene por caracteres moleculares y documenta heterogeneidad morfológica. [METADATOS CORREGIDOS 2026-08-08] Título oficial completo normalizado contra Crossref.","2026-08-08"
"S543","Galindo, Luis J. et al.","2023","Phylogenomics Supports the Monophyly of Aphelids and Fungi and Identifies New Molecular Synapomorphies","Systematic Biology 72:505–515","https://doi.org/10.1093/sysbio/syac054","investigación primaria","Identifica sinapomorfías moleculares para Aphelida+Fungi, un subclado de Holomycota; no una sinapomorfía morfológica universal del nodo completo.","2026-08-08"
"S544","Cavalier-Smith, Thomas; Allsopp, M. T. E. Paula","1996","Corallochytrium, an enigmatic non-flagellate protozoan related to choanoflagellates","European Journal of Protistology 32:306–310","https://doi.org/10.1016/S0932-4739(96)80053-8","investigación primaria","Descripción y circunscripción histórica de Corallochytrium/Corallochytrea; un único terminal no define una edad de corona.","2026-08-08"
"S545","Liu, Hongyue","2024","Opisthokonta phylogeny","figshare, versión 1","https://doi.org/10.6084/m9.figshare.23301824.v1","otro","Matrices, rótulos y filogenias subyacentes a S126; permite reproducir el mapeo de nodos de la tabla suplementaria S7. Versión 1.","2026-08-08"
"S546","Panagiotou, Kassiani et al.","2026","Diversity, ecology, cell biology and evolution of the Asgard archaea","Nature Reviews Microbiology 24:377–391","https://doi.org/10.1038/s41579-026-01288-w","revisión","Revisión de autoridad sobre cultivos y enriquecimientos Asgard; no registra un cultivo axénico al corte y distingue inferencia genómica de fisiología medida.","2026-08-08"
"S486","Garcia De Las Bayonas, Alain; Gonzalez, Stefany; King, Nicole","2026","An adhesion GPCR regulates cell adhesion and mating in the closest living relatives of metazoans","bioRxiv 2026.06.27.734982, versión 1","https://doi.org/10.64898/2026.06.27.734982","preprint","Preprint primario depositado el 1 de julio de 2026: identifica Cupidon, cuantifica morfología y fusión de gametos y distingue adhesión por inanición de la inducida por EroS. No ha sido revisado por pares y no mide costes energéticos. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 2 afirmaciones; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-08"
"S500","Fonseca, C. et al.","2023","First putative occurrence in the fossil record of choanoflagellates, the sister group of Metazoa","Scientific Reports 13:1242","https://doi.org/10.1038/s41598-022-26972-8","investigación primaria","Describe material orgánico del Cenomaniano–Turoniano como primera ocurrencia putativa de coanoflagelados; el collar no está preservado y la asignación no debe usarse como diagnóstico nodal o calibración segura. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez. [USO EN UNA SOLA C] C-785.","2026-08-08"
"S501","Li, P. et al.","2025","Oxygen isotope composition of Mesoproterozoic (~1360 Ma) seawater constrained by clumped isotopes of North China limestones","Science Advances 11:eadu6693","https://doi.org/10.1126/sciadv.adu6693","investigación primaria","Termometría de isótopos agrupados en calizas de la Formación Xiamaling; estima 26,9 ± 0,4 °C bajo sus supuestos para agua marina local, no una media global mesoproterozoica. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez. [USO EN UNA SOLA C] C-827.","2026-08-08"
"S502","Farrell, Ú. C. et al.","2026","The Sedimentary Geochemistry and Paleoenvironments Project Phase 2 data release: An open data resource for the study of Earth’s environmental history","Chemical Geology 712:123148","https://doi.org/10.1016/j.chemgeo.2025.123148","otro","Publicación y liberación de una base abierta de mediciones geoquímicas de rocas sedimentarias; combina elementos, matrices, edades y contextos heterogéneos y no equivale a una curva de concentraciones del agua marina. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez. [USO EN UNA SOLA C] C-820.","2026-08-08"
"S503","Xu, D. et al.","2023","Extensive sea-floor oxygenation during the early Mesoproterozoic","Geochimica et Cosmochimica Acta 354:186–196","https://doi.org/10.1016/j.gca.2023.06.007","investigación primaria","Isótopos de Mo, S y C, elementos traza y balance de masas para Gaoyuzhuang; el modelo estima más de 54% del fondo marino bajo agua oxigenada durante el Miembro III, no una fracción de volumen ni profundidad universal. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez. [USO EN UNA SOLA C] C-813.","2026-08-08"
"S504","Tang, Q. et al.","2024","Quantifying the global biodiversity of Proterozoic eukaryotes","Science 386:eadm9137","https://doi.org/10.1126/science.adm9137","investigación primaria","Base global y análisis de ocurrencias y riqueza taxonómica proterozoicas; no estima densidad celular por volumen de agua ni atribuye todas las ocurrencias al corredor. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez. [USO EN UNA SOLA C] C-835.","2026-08-08"
"S505","Arroyo, A. S. et al.","2020","Gene Similarity Networks Unveil a Potential Novel Unicellular Group Closely Related to Animals from the Tara Oceans Expedition","Genome Biology and Evolution 12:1664–1678","https://doi.org/10.1093/gbe/evaa117","investigación primaria","Redes de similitud y datos Tara para distribución por estación, provincia y profundidad de secuencias holozoas; no mide distancia o tasa de dispersión poblacional. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez. [USO EN UNA SOLA C] C-836.","2026-08-08"
"S506","Šimek, K. et al.","2004","Role of diatom-attached choanoflagellates of the genus Salpingoeca as pelagic bacterivores","Aquatic Microbial Ecology 36:257–269","https://doi.org/10.3354/ame036257","investigación primaria","Ensayos de ingestión de Salpingoeca asociada a diatomeas; informa 35–65 bacterias célula⁻¹ h⁻¹ bajo el diseño estudiado, no una tasa comparable para todos los coanoflagelados. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez. [USO EN UNA SOLA C] C-912.","2026-08-08"
"S507","Jeong, D. H. et al.","2026","Distribution and Feeding of Hexatilemonas jangsaensis, a Novel Cosmopolitan Member of the Uncultured Marine Apusomonad Clade","Environmental Microbiology 28:e70282","https://doi.org/10.1111/1462-2920.70282","investigación primaria","Primer cultivo estable de un representante de APU-30, con distribución y alimentación; no publica una curva de crecimiento con tasa o tiempo de generación comparable. [SOPORTE ÚNICO ACTUAL] En el corpus final es la única fuente citada por 1 afirmación; esta condición es posterior al corte inicial y se calcula por afirmación. [USO EN UNA SOLA C] C-1670.","2026-08-08"
"S508","Jia, C. et al.","2026","Protracted ocean oxygenation in the early Mesoproterozoic","Communications Earth & Environment","https://doi.org/10.1038/s43247-026-03607-8","investigación primaria","Geoquímica de la Formación Baishugou y síntesis de registros; propone oxigenación oceánica relativamente sostenida entre aproximadamente 1,4 y 1,3 Ga, sin convertir el intervalo muestreado en duración universal de transición de cuenca. [USO EN UNA SOLA C] C-1635.","2026-08-08"
"S509","Ocaña-Pallarès, E. et al.","2026","Signatures of gene transfer in the parallel evolution of osmotrophic specialization in eukaryotes","Nature Ecology & Evolution 10:1342–1355","https://doi.org/10.1038/s41559-026-03054-w","investigación primaria","Genómica comparada, filogenómica y reloj molecular reconstruyen cuatro transiciones paralelas hacia especialización osmotrófica, probablemente en el Toniano o poco antes; el muestreo no es un censo pan-eucariota de pérdidas de fagocitosis. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez. [USO EN UNA SOLA C] C-1659.","2026-08-08"
"S510","Bruijning, M. et al.","2026","The bacterial march toward symbiosis: on-ramps and off-ramps","Trends in Microbiology","https://doi.org/10.1016/j.tim.2026.05.008","revisión","Revisión conceptual de vías hacia y fuera de asociaciones bacterianas; distingue estabilidad, pérdida y cambio de socio sin documentar que un endosimbionte obligado y reducido recupere vida libre autónoma.","2026-08-08"
"S511","Ishida, K. y colaboradores","2016","Integration mechanism of endosymbiotic algae as organelles through secondary endosymbioses","KAKENHI Planned Research 23117004, informe final","https://kaken.nii.ac.jp/grant/KAKENHI-PLANNED-23117004/","otro","Informe institucional de proyecto 2011–2016; declara 30 genes como posibles candidatos de EGT en Hatena. No sustituye una publicación primaria revisada por pares con localización y validación funcional de cada candidato. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 2 afirmaciones; la condición se calcula por afirmación y no significa que la fuente se use una sola vez. [USO EN UNA SOLA C] C-1071.","2026-08-08"
"S512","Forni, G. et al.","2026","Large-scale phylogenomics reveals convergent genome evolution across repeated transitions to endosymbiosis in Enterobacterales","Molecular Phylogenetics and Evolution 217:108532","https://doi.org/10.1016/j.ympev.2026.108532","investigación primaria","Filogenómica de más de 200 genomas; reconstruye un pico de pérdida génica al pasar a endosimbiosis seguido por erosión más lenta y continua. No fija una tasa universal en genes por millón de años. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 2 afirmaciones; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-08"
"S513","Cornwallis, C. K. et al.","2023","Symbioses shape feeding niches and diversification across insects","Nature Ecology & Evolution 7:1022–1044","https://doi.org/10.1038/s41559-023-02058-0","investigación primaria","Analiza 1.850 simbiosis en 402 familias; reconstruye al menos 16 orígenes de simbiosis obligada en 89 familias y encuentra que las vitaminas B son el único nutriente limitante consistentemente asociado en el muestreo de insectos. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-08"
"S514","Müller, M. et al.","2012","Biochemistry and Evolution of Anaerobic Energy Metabolism in Eukaryotes","Microbiology and Molecular Biology Reviews 76:444–495","https://doi.org/10.1128/MMBR.05024-11","revisión","Síntesis autoritativa de mitocondrias aerobias y anaerobias, mitocondrias productoras de H₂, hidrogenosomas y mitosomas; las clases no comparten un rendimiento experimental único de ATP por sustrato. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez. [USO EN UNA SOLA C] C-1155.","2026-08-08"
